Àmbit;Dimensió;Centre_Territori;Granularitat;Indicador;Sexe;Grup_edat;Any;Resultat;Catalunya;RaO O_E;IC inferior;IC superior
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;45-64;2024;11.79;11.76;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;0-14;2024;123.46;89;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;15-44;2024;30.31;14.1;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;15-44;2024;34.03;15.99;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;75-84;2024;73.31;28.48;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;75-84;2024;118.76;22.13;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;0-14;2024;96;81.91;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;0-14;2024;279.33;89;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;0-14;2024;182.95;81.91;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;Total;2024;21.75;25.5;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;Total;2024;25.59;25.5;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;Total;2024;44.32;25.5;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;Total;2024;23.31;25.5;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;Total;2024;18.46;25.5;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;15-44;2024;35.65;15.03;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;Total;2024;24.86;24.14;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;Total;2024;33.35;26.91;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;Total;2024;41.2;24.14;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;Total;2024;31.12;26.91;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;Total;2024;47.95;26.91;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;Total;2024;17.14;25.5;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;Total;2024;24.14;24.14;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;Total;2024;12.26;25.5;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;Total;2024;20.94;24.14;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;Total;2024;17.99;26.91;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;Total;2024;17.13;24.14;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;Total;2024;22.28;26.91;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;Total;2024;22.34;26.91;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;0-14;2024;92;81.91;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;0-14;2024;89.98;81.91;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;15-44;2024;40.4;15.99;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;15-44;2024;27.4;15.03;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;Total;2024;12.71;24.14;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;65-74;2024;57.01;24.58;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;75-84;2024;64.47;28.48;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;65-74;2024;73.15;24.58;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;45-64;2024;33.13;11.76;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;45-64;2024;62.31;12.27;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;15-44;2024;13.41;15.03;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;0-14;2024;118.55;89;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;0-14;2024;120.63;89;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;65-74;2024;86.81;28.05;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;75-84;2024;40.23;28.48;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;0-14;2024;26.71;81.91;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;0-14;2024;53.02;89;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;45-64;2024;11.79;11.76;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;0-14;2024;27.68;81.91;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;0-14;2024;60.72;74.39;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;0-14;2024;56.95;74.39;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;15-44;2024;16.25;14.1;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;75-84;2024;87.72;36.94;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;75-84;2024;75.36;36.94;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;75-84;2024;35.51;28.48;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;0-14;2024;40.63;89;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;0-14;2024;20.62;81.91;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;15-44;2024;7.83;15.03;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;Total;2024;6.61;26.91;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;Total;2024;5.71;24.14;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;65-74;2024;64.81;28.05;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;15-44;2024;12.74;15.99;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;15-44;2024;13.43;15.03;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;15-44;2024;8.39;15.03;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;75-84;2024;41.46;28.48;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;85+;2024;70.13;30.93;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;65-74;2024;32.61;24.58;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;45-64;2024;10.56;11.76;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;45-64;2024;19.65;12.27;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;0-14;2024;62.38;74.39;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;15-44;2024;25.63;15.99;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;15-44;2024;19.72;14.1;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;15-44;2024;16.15;15.99;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;85+;2024;0;31.71;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;75-84;2024;0;36.94;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;65-74;2024;0;28.05;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;65-74;2024;0;28.05;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;15-44;2024;0;14.1;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;15-44;2024;0;14.1;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;45-64;2024;0;11.25;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;45-64;2024;0;11.25;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Home;45-64;2024;0;11.25;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;85+;2024;0;30.53;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;85+;2024;0;30.53;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;85+;2024;0;30.53;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;85+;2024;0;30.53;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;75-84;2024;0;22.13;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;75-84;2024;0;22.13;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;75-84;2024;0;22.13;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;65-74;2024;0;21.58;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;65-74;2024;0;21.58;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;45-64;2024;0;12.27;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;15-44;2024;0;15.99;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Dona;0-14;2024;0;74.39;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;85+;2024;0;30.93;;0;
Salut Pública;Estat de salut;Barcelona 2-E;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;85+;2024;0;30.93;;0;
Salut Pública;Estat de salut;Barcelona 5-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;85+;2024;0;30.93;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;45-64;2024;0;11.76;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;45-64;2024;0;11.76;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;45-64;2024;0;11.76;;0;
Salut Pública;Estat de salut;Barcelona 4-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;65-74;2024;0;24.58;;0;
Salut Pública;Estat de salut;Barcelona 5-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;65-74;2024;0;24.58;;0;
Salut Pública;Estat de salut;Barcelona 4-B;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;75-84;2024;0;28.48;;0;
Salut Pública;Estat de salut;Barcelona 2-C;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;65-74;2024;0;24.58;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;65-74;2024;0;24.58;;0;
Salut Pública;Estat de salut;Barcelona 4-A;Àrea Bàsica de Salut;Malalties alimentàries de declaració obligatòria - salmonel·la;Total;75-84;2024;0;28.48;;0;
