Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,EDAT_Q
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,53,0
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,52,1
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,55,2
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,43,3
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,67,4
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,135,5
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,124,6
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,147,7
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,123,8
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,87,9
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,81,10
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,11
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,69,12
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,42,13
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,52,14
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,34,15
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,36,16
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,21,17
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,18
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,50,0
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,38,1
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,38,2
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,33,3
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,115,4
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,190,5
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,163,6
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,112,7
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,116,8
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,88,9
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,55,10
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,64,11
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,42,12
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,44,13
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,44,14
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,25,15
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,21,16
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,21,17
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,16,18
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,20
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,219,0
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,255,1
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,268,2
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,195,3
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,224,4
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,310,5
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,324,6
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,307,7
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,276,8
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,223,9
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,215,10
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,183,11
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,138,12
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,119,13
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,64,14
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,74,15
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,42,16
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,41,17
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,17,18
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,6,19
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,123,0
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,103,1
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,110,2
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,136,3
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,220,4
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,356,5
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,383,6
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,315,7
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,268,8
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,207,9
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,206,10
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,168,11
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,120,12
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,78,13
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,77,14
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,51,15
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,38,16
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,23,17
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,13,18
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,20
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,75,0
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,86,1
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,102,2
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,102,3
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,182,4
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,266,5
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,269,6
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,214,7
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,193,8
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,178,9
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,142,10
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,125,11
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,103,12
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,90,13
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,58,14
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,49,15
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,38,16
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,30,17
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,17,18
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,20
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,64,0
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,71,1
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,66,2
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,58,3
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,127,4
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,172,5
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,185,6
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,135,7
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,147,8
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,147,9
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,97,10
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,85,11
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,76,12
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,61,13
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,43,14
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,31,15
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,20,16
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,19,17
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,9,18
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,3,1006,..,20
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,108,0
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,88,1
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,89,2
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,91,3
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,141,4
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,222,5
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,222,6
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,186,7
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,187,8
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,171,9
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,136,10
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,129,11
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,76,12
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,54,13
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,41,14
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,24,15
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,16,16
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,14,17
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,7,18
2024-01-01,1,Ciutat Vella,1,el Raval,3,1007,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,200,0
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,168,1
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,143,2
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,136,3
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,203,4
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,314,5
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,356,6
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,298,7
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,266,8
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,237,9
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,218,10
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,181,11
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,118,12
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,104,13
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,73,14
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,77,15
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,62,16
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,32,17
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,16,18
2024-01-01,1,Ciutat Vella,1,el Raval,4,1008,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,108,0
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,108,1
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,92,2
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,81,3
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,121,4
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,190,5
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,239,6
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,209,7
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,194,8
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,173,9
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,141,10
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,132,11
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,78,12
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,64,13
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,51,14
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,54,15
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,40,16
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,28,17
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,11,18
2024-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,125,0
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,112,1
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,124,2
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,91,3
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,194,4
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,254,5
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,293,6
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,255,7
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,211,8
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,213,9
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,168,10
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,129,11
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,83,12
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,68,13
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,39,14
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,35,15
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,30,16
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,19,17
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,18
2024-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,148,0
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,123,1
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,146,2
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,156,3
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,210,4
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,359,5
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,368,6
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,301,7
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,294,8
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,252,9
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,198,10
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,174,11
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,116,12
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,93,13
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,60,14
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,36,15
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,26,16
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,18,17
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,10,18
2024-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,79,0
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,73,1
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,70,2
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,89,3
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,119,4
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,212,5
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,208,6
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,202,7
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,166,8
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,163,9
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,133,10
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,97,11
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,92,12
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,65,13
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,54,14
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,37,15
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,19,16
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,23,17
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,12,18
2024-01-01,1,Ciutat Vella,1,el Raval,5,1012,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,48,0
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,76,1
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,59,2
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,69,3
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,91,4
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,111,5
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,163,6
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,124,7
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,116,8
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,121,9
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,111,10
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,95,11
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,82,12
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,55,13
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,45,14
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,33,15
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,24,16
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,28,17
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,14,18
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,5,19
2024-01-01,1,Ciutat Vella,1,el Raval,5,1013,..,20
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,54,0
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,48,1
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,61,2
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,91,3
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,115,4
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,167,5
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,190,6
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,144,7
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,143,8
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,174,9
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,174,10
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,118,11
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,92,12
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,72,13
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,50,14
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,34,15
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,22,16
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,22,17
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,13,18
2024-01-01,1,Ciutat Vella,1,el Raval,6,1014,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,108,0
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,110,1
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,84,2
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,94,3
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,155,4
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,224,5
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,299,6
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,220,7
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,206,8
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,190,9
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,157,10
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,128,11
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,110,12
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,85,13
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,45,14
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,47,15
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,26,16
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,25,17
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,14,18
2024-01-01,1,Ciutat Vella,1,el Raval,6,1015,7,19
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,79,0
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,86,1
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,84,2
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,115,3
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,109,4
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,194,5
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,228,6
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,206,7
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,182,8
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,196,9
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,148,10
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,149,11
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,123,12
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,65,13
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,45,14
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,32,15
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,13,16
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,23,17
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,8,18
2024-01-01,1,Ciutat Vella,1,el Raval,6,1016,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,99,0
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,109,1
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,105,2
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,120,3
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,180,4
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,252,5
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,296,6
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,231,7
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,226,8
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,227,9
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,180,10
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,147,11
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,106,12
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,99,13
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,53,14
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,43,15
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,19,16
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,22,17
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,6,18
2024-01-01,1,Ciutat Vella,1,el Raval,6,1017,..,19
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,42,0
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,54,1
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,59,2
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,87,3
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,129,4
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,166,5
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,152,6
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,121,7
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,131,8
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,120,9
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,110,10
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,85,11
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,72,12
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,53,13
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,43,14
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,48,15
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,20,16
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,31,17
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,19,18
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,6,19
2024-01-01,1,Ciutat Vella,1,el Raval,7,1018,..,20
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,117,0
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,97,1
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,91,2
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,96,3
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,217,4
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,340,5
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,383,6
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,295,7
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,258,8
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,206,9
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,183,10
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,147,11
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,114,12
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,92,13
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,62,14
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,51,15
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,32,16
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,24,17
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,16,18
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,5,19
2024-01-01,1,Ciutat Vella,1,el Raval,7,1019,..,20
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,54,0
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,44,1
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,43,2
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,64,3
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,159,4
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,311,5
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,326,6
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,204,7
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,180,8
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,165,9
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,151,10
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,130,11
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,119,12
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,113,13
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,72,14
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,78,15
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,39,16
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,36,17
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,22,18
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,13,19
2024-01-01,1,Ciutat Vella,1,el Raval,7,1020,..,20
2024-01-01,1,Ciutat Vella,1,el Raval,8,1021,49,0
