any;secció censal;concepte;estat;valor
2024;Barcelona DC02 SC060;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC061;població amb estudis baixos (%);;5,8
2024;Barcelona DC02 SC061;població jove sense estudis postobligatoris (%);;8,0
2024;Barcelona DC02 SC061;població estrangera de països de renda baixa o mitjana (%);;14,7
2024;Barcelona DC02 SC061;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC062;població amb estudis baixos (%);;2,9
2024;Barcelona DC02 SC062;població jove sense estudis postobligatoris (%);;4,4
2024;Barcelona DC02 SC062;població estrangera de països de renda baixa o mitjana (%);;10,7
2024;Barcelona DC02 SC062;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC063;població amb estudis baixos (%);;6,8
2024;Barcelona DC02 SC063;població jove sense estudis postobligatoris (%);;5,0
2024;Barcelona DC02 SC063;població estrangera de països de renda baixa o mitjana (%);;10,1
2024;Barcelona DC02 SC063;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC064;població amb estudis baixos (%);;4,0
2024;Barcelona DC02 SC064;població jove sense estudis postobligatoris (%);;4,3
2024;Barcelona DC02 SC064;població estrangera de països de renda baixa o mitjana (%);;8,8
2024;Barcelona DC02 SC064;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC065;població amb estudis baixos (%);;4,1
2024;Barcelona DC02 SC065;població jove sense estudis postobligatoris (%);;5,6
2024;Barcelona DC02 SC065;població estrangera de països de renda baixa o mitjana (%);;11,1
2024;Barcelona DC02 SC065;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC066;població amb estudis baixos (%);;7,4
2024;Barcelona DC02 SC066;població jove sense estudis postobligatoris (%);;8,8
2024;Barcelona DC02 SC066;població estrangera de països de renda baixa o mitjana (%);;12,3
2024;Barcelona DC02 SC066;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC067;població amb estudis baixos (%);;6,0
2024;Barcelona DC02 SC067;població jove sense estudis postobligatoris (%);;6,0
2024;Barcelona DC02 SC067;població estrangera de països de renda baixa o mitjana (%);;17,0
2024;Barcelona DC02 SC067;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC068;població amb estudis baixos (%);;6,2
2024;Barcelona DC02 SC068;població jove sense estudis postobligatoris (%);;8,1
2024;Barcelona DC02 SC068;població estrangera de països de renda baixa o mitjana (%);;14,1
2024;Barcelona DC02 SC068;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC069;població amb estudis baixos (%);;5,4
2024;Barcelona DC02 SC069;població jove sense estudis postobligatoris (%);;5,8
2024;Barcelona DC02 SC069;població estrangera de països de renda baixa o mitjana (%);;11,9
2024;Barcelona DC02 SC069;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC070;població amb estudis baixos (%);;5,3
2024;Barcelona DC02 SC070;població jove sense estudis postobligatoris (%);;6,4
2024;Barcelona DC02 SC070;població estrangera de països de renda baixa o mitjana (%);;11,0
2024;Barcelona DC02 SC070;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC071;població amb estudis baixos (%);;3,9
2024;Barcelona DC02 SC071;població jove sense estudis postobligatoris (%);;4,0
2024;Barcelona DC02 SC071;població estrangera de països de renda baixa o mitjana (%);;9,1
2024;Barcelona DC02 SC071;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC072;població amb estudis baixos (%);;3,9
2024;Barcelona DC02 SC072;població jove sense estudis postobligatoris (%);;6,9
2024;Barcelona DC02 SC072;població estrangera de països de renda baixa o mitjana (%);;10,3
2024;Barcelona DC02 SC072;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC073;població amb estudis baixos (%);;4,8
2024;Barcelona DC02 SC073;població jove sense estudis postobligatoris (%);;6,0
2024;Barcelona DC02 SC073;població estrangera de països de renda baixa o mitjana (%);;11,0
2024;Barcelona DC02 SC073;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC074;població amb estudis baixos (%);;5,2
2024;Barcelona DC02 SC074;població jove sense estudis postobligatoris (%);;2,9
2024;Barcelona DC02 SC074;població estrangera de països de renda baixa o mitjana (%);;12,5
2024;Barcelona DC02 SC074;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC075;població amb estudis baixos (%);;3,7
2024;Barcelona DC02 SC075;població jove sense estudis postobligatoris (%);;3,2
2024;Barcelona DC02 SC075;població estrangera de països de renda baixa o mitjana (%);;11,0
2024;Barcelona DC02 SC075;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC076;població amb estudis baixos (%);;3,3
2024;Barcelona DC02 SC076;població jove sense estudis postobligatoris (%);;5,5
2024;Barcelona DC02 SC076;població estrangera de països de renda baixa o mitjana (%);;12,0
2024;Barcelona DC02 SC076;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC077;població amb estudis baixos (%);;5,7
2024;Barcelona DC02 SC077;població jove sense estudis postobligatoris (%);;5,3
2024;Barcelona DC02 SC077;població estrangera de països de renda baixa o mitjana (%);;21,9
2024;Barcelona DC02 SC077;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC078;població amb estudis baixos (%);;4,6
2024;Barcelona DC02 SC078;població jove sense estudis postobligatoris (%);;3,1
2024;Barcelona DC02 SC078;població estrangera de països de renda baixa o mitjana (%);;15,5
2024;Barcelona DC02 SC078;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC079;població amb estudis baixos (%);;4,6
2024;Barcelona DC02 SC079;població jove sense estudis postobligatoris (%);;7,6
2024;Barcelona DC02 SC079;població estrangera de països de renda baixa o mitjana (%);;15,8
2024;Barcelona DC02 SC079;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC080;població amb estudis baixos (%);;5,9
2024;Barcelona DC02 SC080;població jove sense estudis postobligatoris (%);;4,5
2024;Barcelona DC02 SC080;població estrangera de països de renda baixa o mitjana (%);;13,2
2024;Barcelona DC02 SC080;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC081;població amb estudis baixos (%);;3,6
2024;Barcelona DC02 SC081;població jove sense estudis postobligatoris (%);;5,7
2024;Barcelona DC02 SC081;població estrangera de països de renda baixa o mitjana (%);;12,8
2024;Barcelona DC02 SC081;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC082;població amb estudis baixos (%);;4,1
2024;Barcelona DC02 SC082;població jove sense estudis postobligatoris (%);;3,0
2024;Barcelona DC02 SC082;població estrangera de països de renda baixa o mitjana (%);;11,4
2024;Barcelona DC02 SC082;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC083;població amb estudis baixos (%);;3,4
2024;Barcelona DC02 SC083;població jove sense estudis postobligatoris (%);;3,4
2024;Barcelona DC02 SC083;població estrangera de països de renda baixa o mitjana (%);;13,0
2024;Barcelona DC02 SC083;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC084;població amb estudis baixos (%);;4,2
2024;Barcelona DC02 SC084;població jove sense estudis postobligatoris (%);;5,3
2024;Barcelona DC02 SC084;població estrangera de països de renda baixa o mitjana (%);;14,8
2024;Barcelona DC02 SC084;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC085;població amb estudis baixos (%);;4,5
2024;Barcelona DC02 SC085;població jove sense estudis postobligatoris (%);;5,1
2024;Barcelona DC02 SC085;població estrangera de països de renda baixa o mitjana (%);;14,4
2024;Barcelona DC02 SC085;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC086;població amb estudis baixos (%);;3,8
2024;Barcelona DC02 SC086;població jove sense estudis postobligatoris (%);;4,7
2024;Barcelona DC02 SC086;població estrangera de països de renda baixa o mitjana (%);;12,1
2024;Barcelona DC02 SC086;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC087;població amb estudis baixos (%);;5,5
2024;Barcelona DC02 SC087;població jove sense estudis postobligatoris (%);;4,8
2024;Barcelona DC02 SC087;població estrangera de països de renda baixa o mitjana (%);;12,6
2024;Barcelona DC02 SC087;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC088;població amb estudis baixos (%);;5,4
2024;Barcelona DC02 SC088;població jove sense estudis postobligatoris (%);;6,0
2024;Barcelona DC02 SC088;població estrangera de països de renda baixa o mitjana (%);;11,9
2024;Barcelona DC02 SC088;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC089;població amb estudis baixos (%);;4,6
2024;Barcelona DC02 SC089;població jove sense estudis postobligatoris (%);;4,7
2024;Barcelona DC02 SC089;població estrangera de països de renda baixa o mitjana (%);;13,4
2024;Barcelona DC02 SC089;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC090;població amb estudis baixos (%);;5,9
2024;Barcelona DC02 SC090;població jove sense estudis postobligatoris (%);;4,5
2024;Barcelona DC02 SC090;població estrangera de països de renda baixa o mitjana (%);;17,3
2024;Barcelona DC02 SC090;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC091;població amb estudis baixos (%);;8,9
2024;Barcelona DC02 SC091;població jove sense estudis postobligatoris (%);;15,3
2024;Barcelona DC02 SC091;població estrangera de països de renda baixa o mitjana (%);;17,7
2024;Barcelona DC02 SC091;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC092;població amb estudis baixos (%);;5,7
2024;Barcelona DC02 SC092;població jove sense estudis postobligatoris (%);;7,6
2024;Barcelona DC02 SC092;població estrangera de països de renda baixa o mitjana (%);;17,9
2024;Barcelona DC02 SC092;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC093;població amb estudis baixos (%);;6,7
2024;Barcelona DC02 SC093;població jove sense estudis postobligatoris (%);;5,7
2024;Barcelona DC02 SC093;població estrangera de països de renda baixa o mitjana (%);;17,2
2024;Barcelona DC02 SC093;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC094;població amb estudis baixos (%);;5,3
2024;Barcelona DC02 SC094;població jove sense estudis postobligatoris (%);;4,8
2024;Barcelona DC02 SC094;població estrangera de països de renda baixa o mitjana (%);;16,3
2024;Barcelona DC02 SC094;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC095;població amb estudis baixos (%);;6,1
2024;Barcelona DC02 SC095;població jove sense estudis postobligatoris (%);;8,4
2024;Barcelona DC02 SC095;població estrangera de països de renda baixa o mitjana (%);;15,2
2024;Barcelona DC02 SC095;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC096;població amb estudis baixos (%);;8,0
2024;Barcelona DC02 SC096;població jove sense estudis postobligatoris (%);;5,1
2024;Barcelona DC02 SC096;població estrangera de països de renda baixa o mitjana (%);;16,2
2024;Barcelona DC02 SC096;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC097;població amb estudis baixos (%);;6,5
2024;Barcelona DC02 SC097;població jove sense estudis postobligatoris (%);;6,6
2024;Barcelona DC02 SC097;població estrangera de països de renda baixa o mitjana (%);;18,4
2024;Barcelona DC02 SC097;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC098;població amb estudis baixos (%);;5,5
2024;Barcelona DC02 SC098;població jove sense estudis postobligatoris (%);;6,8
2024;Barcelona DC02 SC098;població estrangera de països de renda baixa o mitjana (%);;14,8
2024;Barcelona DC02 SC098;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC099;població amb estudis baixos (%);;6,5
2024;Barcelona DC02 SC099;població jove sense estudis postobligatoris (%);;4,7
2024;Barcelona DC02 SC099;població estrangera de països de renda baixa o mitjana (%);;12,6
2024;Barcelona DC02 SC099;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC100;població amb estudis baixos (%);;6,1
2024;Barcelona DC02 SC100;població jove sense estudis postobligatoris (%);;4,2
2024;Barcelona DC02 SC100;població estrangera de països de renda baixa o mitjana (%);;11,6
2024;Barcelona DC02 SC100;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC101;població amb estudis baixos (%);;7,8
2024;Barcelona DC02 SC101;població jove sense estudis postobligatoris (%);;7,3
2024;Barcelona DC02 SC101;població estrangera de països de renda baixa o mitjana (%);;15,9
2024;Barcelona DC02 SC101;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC102;població amb estudis baixos (%);;4,1
2024;Barcelona DC02 SC102;població jove sense estudis postobligatoris (%);;4,0
2024;Barcelona DC02 SC102;població estrangera de països de renda baixa o mitjana (%);;9,3
2024;Barcelona DC02 SC102;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC103;població amb estudis baixos (%);;6,7
2024;Barcelona DC02 SC103;població jove sense estudis postobligatoris (%);;4,5
2024;Barcelona DC02 SC103;població estrangera de països de renda baixa o mitjana (%);;18,0
2024;Barcelona DC02 SC103;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC104;població amb estudis baixos (%);;6,3
2024;Barcelona DC02 SC104;població jove sense estudis postobligatoris (%);;9,2
2024;Barcelona DC02 SC104;població estrangera de països de renda baixa o mitjana (%);;12,6
2024;Barcelona DC02 SC104;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC105;població amb estudis baixos (%);;4,9
2024;Barcelona DC02 SC105;població jove sense estudis postobligatoris (%);;7,1
2024;Barcelona DC02 SC105;població estrangera de països de renda baixa o mitjana (%);;15,6
2024;Barcelona DC02 SC105;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC106;població amb estudis baixos (%);;5,1
2024;Barcelona DC02 SC106;població jove sense estudis postobligatoris (%);;7,1
2024;Barcelona DC02 SC106;població estrangera de països de renda baixa o mitjana (%);;11,3
2024;Barcelona DC02 SC106;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC107;població amb estudis baixos (%);;4,3
2024;Barcelona DC02 SC107;població jove sense estudis postobligatoris (%);;3,7
2024;Barcelona DC02 SC107;població estrangera de països de renda baixa o mitjana (%);;8,0
2024;Barcelona DC02 SC107;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC108;població amb estudis baixos (%);;4,1
2024;Barcelona DC02 SC108;població jove sense estudis postobligatoris (%);;3,5
2024;Barcelona DC02 SC108;població estrangera de països de renda baixa o mitjana (%);;11,2
2024;Barcelona DC02 SC108;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC109;població amb estudis baixos (%);;3,8
2024;Barcelona DC02 SC109;població jove sense estudis postobligatoris (%);;5,6
2024;Barcelona DC02 SC109;població estrangera de països de renda baixa o mitjana (%);;11,5
2024;Barcelona DC02 SC109;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC110;població amb estudis baixos (%);;5,0
2024;Barcelona DC02 SC110;població jove sense estudis postobligatoris (%);;5,1
2024;Barcelona DC02 SC110;població estrangera de països de renda baixa o mitjana (%);;15,9
2024;Barcelona DC02 SC110;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC111;població amb estudis baixos (%);;5,7
2024;Barcelona DC02 SC111;població jove sense estudis postobligatoris (%);;5,5
2024;Barcelona DC02 SC111;població estrangera de països de renda baixa o mitjana (%);;15,6
2024;Barcelona DC02 SC111;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC112;població amb estudis baixos (%);;5,2
2024;Barcelona DC02 SC112;població jove sense estudis postobligatoris (%);;3,6
2024;Barcelona DC02 SC112;població estrangera de països de renda baixa o mitjana (%);;9,6
2024;Barcelona DC02 SC112;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC113;població amb estudis baixos (%);;5,7
2024;Barcelona DC02 SC113;població jove sense estudis postobligatoris (%);;6,3
2024;Barcelona DC02 SC113;població estrangera de països de renda baixa o mitjana (%);;12,1
2024;Barcelona DC02 SC113;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC114;població amb estudis baixos (%);;8,4
2024;Barcelona DC02 SC114;població jove sense estudis postobligatoris (%);;8,5
2024;Barcelona DC02 SC114;població estrangera de països de renda baixa o mitjana (%);;12,6
2024;Barcelona DC02 SC114;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC115;població amb estudis baixos (%);;7,4
2024;Barcelona DC02 SC115;població jove sense estudis postobligatoris (%);;5,8
2024;Barcelona DC02 SC115;població estrangera de països de renda baixa o mitjana (%);;17,1
2024;Barcelona DC02 SC115;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC116;població amb estudis baixos (%);;3,9
2024;Barcelona DC02 SC116;població jove sense estudis postobligatoris (%);;3,1
2024;Barcelona DC02 SC116;població estrangera de països de renda baixa o mitjana (%);;6,3
2024;Barcelona DC02 SC116;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC117;població amb estudis baixos (%);;6,6
2024;Barcelona DC02 SC117;població jove sense estudis postobligatoris (%);;6,3
2024;Barcelona DC02 SC117;població estrangera de països de renda baixa o mitjana (%);;12,9
2024;Barcelona DC02 SC117;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC118;població amb estudis baixos (%);;5,4
2024;Barcelona DC02 SC118;població jove sense estudis postobligatoris (%);;4,9
2024;Barcelona DC02 SC118;població estrangera de països de renda baixa o mitjana (%);;11,0
2024;Barcelona DC02 SC118;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC119;població amb estudis baixos (%);;4,4
2024;Barcelona DC02 SC119;població jove sense estudis postobligatoris (%);;3,8
2024;Barcelona DC02 SC119;població estrangera de països de renda baixa o mitjana (%);;9,6
2024;Barcelona DC02 SC119;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC120;població amb estudis baixos (%);;5,9
2024;Barcelona DC02 SC120;població jove sense estudis postobligatoris (%);;4,8
2024;Barcelona DC02 SC120;població estrangera de països de renda baixa o mitjana (%);;10,7
2024;Barcelona DC02 SC120;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC121;població amb estudis baixos (%);;7,3
2024;Barcelona DC02 SC121;població jove sense estudis postobligatoris (%);;9,4
2024;Barcelona DC02 SC121;població estrangera de països de renda baixa o mitjana (%);;13,7
2024;Barcelona DC02 SC121;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC122;població amb estudis baixos (%);;7,5
2024;Barcelona DC02 SC122;població jove sense estudis postobligatoris (%);;7,5
2024;Barcelona DC02 SC122;població estrangera de països de renda baixa o mitjana (%);;8,8
2024;Barcelona DC02 SC122;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC123;població amb estudis baixos (%);;7,3
2024;Barcelona DC02 SC123;població jove sense estudis postobligatoris (%);;4,1
2024;Barcelona DC02 SC123;població estrangera de països de renda baixa o mitjana (%);;12,7
2024;Barcelona DC02 SC123;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC124;població amb estudis baixos (%);;5,5
2024;Barcelona DC02 SC124;població jove sense estudis postobligatoris (%);;6,8
2024;Barcelona DC02 SC124;població estrangera de països de renda baixa o mitjana (%);;10,8
2024;Barcelona DC02 SC124;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC125;població amb estudis baixos (%);;7,9
2024;Barcelona DC02 SC125;població jove sense estudis postobligatoris (%);;8,3
2024;Barcelona DC02 SC125;població estrangera de països de renda baixa o mitjana (%);;12,9
2024;Barcelona DC02 SC125;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC126;població amb estudis baixos (%);;5,5
2024;Barcelona DC02 SC126;població jove sense estudis postobligatoris (%);;3,9
2024;Barcelona DC02 SC126;població estrangera de països de renda baixa o mitjana (%);;10,8
2024;Barcelona DC02 SC126;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC127;població amb estudis baixos (%);;6,8
2024;Barcelona DC02 SC127;població jove sense estudis postobligatoris (%);;10,6
2024;Barcelona DC02 SC127;població estrangera de països de renda baixa o mitjana (%);;18,5
2024;Barcelona DC02 SC127;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC128;població amb estudis baixos (%);;8,8
2024;Barcelona DC02 SC128;població jove sense estudis postobligatoris (%);;15,7
2024;Barcelona DC02 SC128;població estrangera de països de renda baixa o mitjana (%);;18,9
2024;Barcelona DC02 SC128;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC129;població amb estudis baixos (%);;8,3
2024;Barcelona DC02 SC129;població jove sense estudis postobligatoris (%);;7,1
2024;Barcelona DC02 SC129;població estrangera de països de renda baixa o mitjana (%);;13,3
2024;Barcelona DC02 SC129;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC130;població amb estudis baixos (%);;4,0
2024;Barcelona DC02 SC130;població jove sense estudis postobligatoris (%);;4,7
2024;Barcelona DC02 SC130;població estrangera de països de renda baixa o mitjana (%);;5,7
2024;Barcelona DC02 SC130;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC131;població amb estudis baixos (%);;8,2
2024;Barcelona DC02 SC131;població jove sense estudis postobligatoris (%);;10,3
2024;Barcelona DC02 SC131;població estrangera de països de renda baixa o mitjana (%);;18,2
2024;Barcelona DC02 SC131;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC132;població amb estudis baixos (%);;9,2
2024;Barcelona DC02 SC132;població jove sense estudis postobligatoris (%);;7,5
2024;Barcelona DC02 SC132;població estrangera de països de renda baixa o mitjana (%);;12,5
2024;Barcelona DC02 SC132;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC133;població amb estudis baixos (%);;8,2
2024;Barcelona DC02 SC133;població jove sense estudis postobligatoris (%);;4,9
2024;Barcelona DC02 SC133;població estrangera de països de renda baixa o mitjana (%);;9,1
2024;Barcelona DC02 SC133;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC134;població amb estudis baixos (%);;7,4
2024;Barcelona DC02 SC134;població jove sense estudis postobligatoris (%);;7,0
2024;Barcelona DC02 SC134;població estrangera de països de renda baixa o mitjana (%);;14,2
2024;Barcelona DC02 SC134;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC135;població amb estudis baixos (%);;7,0
2024;Barcelona DC02 SC135;població jove sense estudis postobligatoris (%);;7,1
2024;Barcelona DC02 SC135;població estrangera de països de renda baixa o mitjana (%);;15,4
2024;Barcelona DC02 SC135;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC136;població amb estudis baixos (%);;6,9
2024;Barcelona DC02 SC136;població jove sense estudis postobligatoris (%);;8,0
2024;Barcelona DC02 SC136;població estrangera de països de renda baixa o mitjana (%);;15,8
2024;Barcelona DC02 SC136;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC137;població amb estudis baixos (%);;5,9
2024;Barcelona DC02 SC137;població jove sense estudis postobligatoris (%);;7,6
2024;Barcelona DC02 SC137;població estrangera de països de renda baixa o mitjana (%);;18,5
2024;Barcelona DC02 SC137;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC138;població amb estudis baixos (%);;7,0
2024;Barcelona DC02 SC138;població jove sense estudis postobligatoris (%);;8,6
2024;Barcelona DC02 SC138;població estrangera de països de renda baixa o mitjana (%);;15,1
2024;Barcelona DC02 SC138;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC139;població amb estudis baixos (%);;5,8
2024;Barcelona DC02 SC139;població jove sense estudis postobligatoris (%);;5,6
2024;Barcelona DC02 SC139;població estrangera de països de renda baixa o mitjana (%);;18,4
2024;Barcelona DC02 SC139;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC140;població amb estudis baixos (%);;6,2
2024;Barcelona DC02 SC140;població jove sense estudis postobligatoris (%);;9,7
2024;Barcelona DC02 SC140;població estrangera de països de renda baixa o mitjana (%);;12,6
2024;Barcelona DC02 SC140;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC141;població amb estudis baixos (%);;7,3
2024;Barcelona DC02 SC141;població jove sense estudis postobligatoris (%);;12,0
2024;Barcelona DC02 SC141;població estrangera de països de renda baixa o mitjana (%);;15,8
2024;Barcelona DC02 SC141;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC142;població amb estudis baixos (%);;8,6
2024;Barcelona DC02 SC142;població jove sense estudis postobligatoris (%);;8,4
2024;Barcelona DC02 SC142;població estrangera de països de renda baixa o mitjana (%);;17,3
2024;Barcelona DC02 SC142;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC143;població amb estudis baixos (%);;6,8
2024;Barcelona DC02 SC143;població jove sense estudis postobligatoris (%);;11,1
2024;Barcelona DC02 SC143;població estrangera de països de renda baixa o mitjana (%);;17,7
2024;Barcelona DC02 SC143;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC144;població amb estudis baixos (%);;4,6
2024;Barcelona DC02 SC144;població jove sense estudis postobligatoris (%);;5,8
2024;Barcelona DC02 SC144;població estrangera de països de renda baixa o mitjana (%);;14,0
2024;Barcelona DC02 SC144;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC145;població amb estudis baixos (%);;9,0
2024;Barcelona DC02 SC145;població jove sense estudis postobligatoris (%);;9,1
2024;Barcelona DC02 SC145;població estrangera de països de renda baixa o mitjana (%);;18,4
2024;Barcelona DC02 SC145;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC146;població amb estudis baixos (%);;8,7
2024;Barcelona DC02 SC146;població jove sense estudis postobligatoris (%);;10,2
2024;Barcelona DC02 SC146;població estrangera de països de renda baixa o mitjana (%);;15,5
2024;Barcelona DC02 SC146;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC147;població amb estudis baixos (%);;7,1
2024;Barcelona DC02 SC147;població jove sense estudis postobligatoris (%);;7,1
2024;Barcelona DC02 SC147;població estrangera de països de renda baixa o mitjana (%);;15,6
2024;Barcelona DC02 SC147;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC148;població amb estudis baixos (%);;6,3
2024;Barcelona DC02 SC148;població jove sense estudis postobligatoris (%);;4,6
2024;Barcelona DC02 SC148;població estrangera de països de renda baixa o mitjana (%);;12,7
2024;Barcelona DC02 SC148;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC149;població amb estudis baixos (%);;6,7
2024;Barcelona DC02 SC149;població jove sense estudis postobligatoris (%);;8,2
2024;Barcelona DC02 SC149;població estrangera de països de renda baixa o mitjana (%);;16,9
2024;Barcelona DC02 SC149;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC150;població amb estudis baixos (%);;8,2
2024;Barcelona DC02 SC150;població jove sense estudis postobligatoris (%);;10,8
2024;Barcelona DC02 SC150;població estrangera de països de renda baixa o mitjana (%);;20,8
2024;Barcelona DC02 SC150;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC151;població amb estudis baixos (%);;6,5
2024;Barcelona DC02 SC151;població jove sense estudis postobligatoris (%);;9,7
2024;Barcelona DC02 SC151;població estrangera de països de renda baixa o mitjana (%);;16,8
2024;Barcelona DC02 SC151;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC152;població amb estudis baixos (%);;7,7
2024;Barcelona DC02 SC152;població jove sense estudis postobligatoris (%);;10,3
2024;Barcelona DC02 SC152;població estrangera de països de renda baixa o mitjana (%);;14,4
2024;Barcelona DC02 SC152;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC153;població amb estudis baixos (%);;8,5
2024;Barcelona DC02 SC153;població jove sense estudis postobligatoris (%);;9,0
2024;Barcelona DC02 SC153;població estrangera de països de renda baixa o mitjana (%);;13,7
2024;Barcelona DC02 SC153;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC154;població amb estudis baixos (%);;9,3
2024;Barcelona DC02 SC154;població jove sense estudis postobligatoris (%);;12,7
2024;Barcelona DC02 SC154;població estrangera de països de renda baixa o mitjana (%);;20,6
2024;Barcelona DC02 SC154;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC155;població amb estudis baixos (%);;8,8
2024;Barcelona DC02 SC155;població jove sense estudis postobligatoris (%);;10,5
2024;Barcelona DC02 SC155;població estrangera de països de renda baixa o mitjana (%);;14,1
2024;Barcelona DC02 SC155;renda mitjana per persona (€);;9999999
2024;Barcelona DC02 SC156;població amb estudis baixos (%);;10,7
2024;Barcelona DC02 SC156;població jove sense estudis postobligatoris (%);;8,7
