any;secció censal;concepte;estat;valor
2024;Santa Coloma de Gramenet DC02 SC005;població estrangera de països de renda baixa o mitjana (%);;26,6
2024;Santa Coloma de Gramenet DC02 SC005;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC02 SC006;població amb estudis baixos (%);;21,7
2024;Santa Coloma de Gramenet DC02 SC006;població jove sense estudis postobligatoris (%);;40,7
2024;Santa Coloma de Gramenet DC02 SC006;població estrangera de països de renda baixa o mitjana (%);;22,6
2024;Santa Coloma de Gramenet DC02 SC006;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC02 SC007;població amb estudis baixos (%);;15,6
2024;Santa Coloma de Gramenet DC02 SC007;població jove sense estudis postobligatoris (%);;28,1
2024;Santa Coloma de Gramenet DC02 SC007;població estrangera de països de renda baixa o mitjana (%);;9,8
2024;Santa Coloma de Gramenet DC02 SC007;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC02 SC008;població amb estudis baixos (%);;21,8
2024;Santa Coloma de Gramenet DC02 SC008;població jove sense estudis postobligatoris (%);;33,6
2024;Santa Coloma de Gramenet DC02 SC008;població estrangera de països de renda baixa o mitjana (%);;22,9
2024;Santa Coloma de Gramenet DC02 SC008;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC02 SC009;població amb estudis baixos (%);;20,0
2024;Santa Coloma de Gramenet DC02 SC009;població jove sense estudis postobligatoris (%);;33,3
2024;Santa Coloma de Gramenet DC02 SC009;població estrangera de països de renda baixa o mitjana (%);;17,1
2024;Santa Coloma de Gramenet DC02 SC009;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC02 SC010;població amb estudis baixos (%);;26,7
2024;Santa Coloma de Gramenet DC02 SC010;població jove sense estudis postobligatoris (%);;41,3
2024;Santa Coloma de Gramenet DC02 SC010;població estrangera de països de renda baixa o mitjana (%);;17,0
2024;Santa Coloma de Gramenet DC02 SC010;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC02 SC011;població amb estudis baixos (%);;20,8
2024;Santa Coloma de Gramenet DC02 SC011;població jove sense estudis postobligatoris (%);;31,3
2024;Santa Coloma de Gramenet DC02 SC011;població estrangera de països de renda baixa o mitjana (%);;18,9
2024;Santa Coloma de Gramenet DC02 SC011;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC001;població amb estudis baixos (%);;16,3
2024;Santa Coloma de Gramenet DC03 SC001;població jove sense estudis postobligatoris (%);;35,7
2024;Santa Coloma de Gramenet DC03 SC001;població estrangera de països de renda baixa o mitjana (%);;17,1
2024;Santa Coloma de Gramenet DC03 SC001;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC002;població amb estudis baixos (%);;13,7
2024;Santa Coloma de Gramenet DC03 SC002;població jove sense estudis postobligatoris (%);;26,4
2024;Santa Coloma de Gramenet DC03 SC002;població estrangera de països de renda baixa o mitjana (%);;6,8
2024;Santa Coloma de Gramenet DC03 SC002;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC003;població amb estudis baixos (%);;21,0
2024;Santa Coloma de Gramenet DC03 SC003;població jove sense estudis postobligatoris (%);;34,4
2024;Santa Coloma de Gramenet DC03 SC003;població estrangera de països de renda baixa o mitjana (%);;13,1
2024;Santa Coloma de Gramenet DC03 SC003;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC004;població amb estudis baixos (%);;22,6
2024;Santa Coloma de Gramenet DC03 SC004;població jove sense estudis postobligatoris (%);;33,8
2024;Santa Coloma de Gramenet DC03 SC004;població estrangera de països de renda baixa o mitjana (%);;12,7
2024;Santa Coloma de Gramenet DC03 SC004;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC005;població amb estudis baixos (%);;18,4
2024;Santa Coloma de Gramenet DC03 SC005;població jove sense estudis postobligatoris (%);;36,2
2024;Santa Coloma de Gramenet DC03 SC005;població estrangera de països de renda baixa o mitjana (%);;12,7
2024;Santa Coloma de Gramenet DC03 SC005;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC006;població amb estudis baixos (%);;17,2
2024;Santa Coloma de Gramenet DC03 SC006;població jove sense estudis postobligatoris (%);;28,8
2024;Santa Coloma de Gramenet DC03 SC006;població estrangera de països de renda baixa o mitjana (%);;11,6
2024;Santa Coloma de Gramenet DC03 SC006;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC007;població amb estudis baixos (%);;19,8
2024;Santa Coloma de Gramenet DC03 SC007;població jove sense estudis postobligatoris (%);;24,3
2024;Santa Coloma de Gramenet DC03 SC007;població estrangera de països de renda baixa o mitjana (%);;8,2
2024;Santa Coloma de Gramenet DC03 SC007;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC008;població amb estudis baixos (%);;16,8
2024;Santa Coloma de Gramenet DC03 SC008;població jove sense estudis postobligatoris (%);;23,9
2024;Santa Coloma de Gramenet DC03 SC008;població estrangera de països de renda baixa o mitjana (%);;10,9
2024;Santa Coloma de Gramenet DC03 SC008;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC009;població amb estudis baixos (%);;14,9
2024;Santa Coloma de Gramenet DC03 SC009;població jove sense estudis postobligatoris (%);;25,4
2024;Santa Coloma de Gramenet DC03 SC009;població estrangera de països de renda baixa o mitjana (%);;18,2
2024;Santa Coloma de Gramenet DC03 SC009;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC010;població amb estudis baixos (%);;17,9
2024;Santa Coloma de Gramenet DC03 SC010;població jove sense estudis postobligatoris (%);;13,6
2024;Santa Coloma de Gramenet DC03 SC010;població estrangera de països de renda baixa o mitjana (%);;5,5
2024;Santa Coloma de Gramenet DC03 SC010;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC011;població amb estudis baixos (%);;18,1
2024;Santa Coloma de Gramenet DC03 SC011;població jove sense estudis postobligatoris (%);;30,0
2024;Santa Coloma de Gramenet DC03 SC011;població estrangera de països de renda baixa o mitjana (%);;13,4
2024;Santa Coloma de Gramenet DC03 SC011;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC012;població amb estudis baixos (%);;18,8
2024;Santa Coloma de Gramenet DC03 SC012;població jove sense estudis postobligatoris (%);;27,3
2024;Santa Coloma de Gramenet DC03 SC012;població estrangera de països de renda baixa o mitjana (%);;15,3
2024;Santa Coloma de Gramenet DC03 SC012;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC013;població amb estudis baixos (%);;17,1
2024;Santa Coloma de Gramenet DC03 SC013;població jove sense estudis postobligatoris (%);;27,6
2024;Santa Coloma de Gramenet DC03 SC013;població estrangera de països de renda baixa o mitjana (%);;7,3
2024;Santa Coloma de Gramenet DC03 SC013;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC014;població amb estudis baixos (%);;15,6
2024;Santa Coloma de Gramenet DC03 SC014;població jove sense estudis postobligatoris (%);;32,6
2024;Santa Coloma de Gramenet DC03 SC014;població estrangera de països de renda baixa o mitjana (%);;8,6
2024;Santa Coloma de Gramenet DC03 SC014;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC015;població amb estudis baixos (%);;10,6
2024;Santa Coloma de Gramenet DC03 SC015;població jove sense estudis postobligatoris (%);;13,1
2024;Santa Coloma de Gramenet DC03 SC015;població estrangera de països de renda baixa o mitjana (%);;3,9
2024;Santa Coloma de Gramenet DC03 SC015;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC016;població amb estudis baixos (%);;28,7
2024;Santa Coloma de Gramenet DC03 SC016;població jove sense estudis postobligatoris (%);;24,6
2024;Santa Coloma de Gramenet DC03 SC016;població estrangera de països de renda baixa o mitjana (%);;6,9
2024;Santa Coloma de Gramenet DC03 SC016;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC03 SC017;població amb estudis baixos (%);;18,6
2024;Santa Coloma de Gramenet DC03 SC017;població jove sense estudis postobligatoris (%);;25,0
2024;Santa Coloma de Gramenet DC03 SC017;població estrangera de països de renda baixa o mitjana (%);;6,6
2024;Santa Coloma de Gramenet DC03 SC017;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC001;població amb estudis baixos (%);;16,3
2024;Santa Coloma de Gramenet DC04 SC001;població jove sense estudis postobligatoris (%);;19,8
2024;Santa Coloma de Gramenet DC04 SC001;població estrangera de països de renda baixa o mitjana (%);;11,2
2024;Santa Coloma de Gramenet DC04 SC001;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC002;població amb estudis baixos (%);;16,1
2024;Santa Coloma de Gramenet DC04 SC002;població jove sense estudis postobligatoris (%);;26,1
2024;Santa Coloma de Gramenet DC04 SC002;població estrangera de països de renda baixa o mitjana (%);;14,0
2024;Santa Coloma de Gramenet DC04 SC002;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC003;població amb estudis baixos (%);;18,2
2024;Santa Coloma de Gramenet DC04 SC003;població jove sense estudis postobligatoris (%);;19,5
2024;Santa Coloma de Gramenet DC04 SC003;població estrangera de països de renda baixa o mitjana (%);;9,2
2024;Santa Coloma de Gramenet DC04 SC003;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC004;població amb estudis baixos (%);;12,5
2024;Santa Coloma de Gramenet DC04 SC004;població jove sense estudis postobligatoris (%);;13,6
2024;Santa Coloma de Gramenet DC04 SC004;població estrangera de països de renda baixa o mitjana (%);;10,1
2024;Santa Coloma de Gramenet DC04 SC004;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC005;població amb estudis baixos (%);;15,4
2024;Santa Coloma de Gramenet DC04 SC005;població jove sense estudis postobligatoris (%);;18,3
2024;Santa Coloma de Gramenet DC04 SC005;població estrangera de països de renda baixa o mitjana (%);;13,2
2024;Santa Coloma de Gramenet DC04 SC005;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC006;població amb estudis baixos (%);;17,4
2024;Santa Coloma de Gramenet DC04 SC006;població jove sense estudis postobligatoris (%);;32,1
2024;Santa Coloma de Gramenet DC04 SC006;població estrangera de països de renda baixa o mitjana (%);;15,3
2024;Santa Coloma de Gramenet DC04 SC006;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC007;població amb estudis baixos (%);;19,7
2024;Santa Coloma de Gramenet DC04 SC007;població jove sense estudis postobligatoris (%);;25,5
2024;Santa Coloma de Gramenet DC04 SC007;població estrangera de països de renda baixa o mitjana (%);;17,0
2024;Santa Coloma de Gramenet DC04 SC007;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC008;població amb estudis baixos (%);;14,7
2024;Santa Coloma de Gramenet DC04 SC008;població jove sense estudis postobligatoris (%);;27,7
2024;Santa Coloma de Gramenet DC04 SC008;població estrangera de països de renda baixa o mitjana (%);;15,4
2024;Santa Coloma de Gramenet DC04 SC008;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC009;població amb estudis baixos (%);;14,1
2024;Santa Coloma de Gramenet DC04 SC009;població jove sense estudis postobligatoris (%);;21,5
2024;Santa Coloma de Gramenet DC04 SC009;població estrangera de països de renda baixa o mitjana (%);;15,4
2024;Santa Coloma de Gramenet DC04 SC009;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC010;població amb estudis baixos (%);;20,2
2024;Santa Coloma de Gramenet DC04 SC010;població jove sense estudis postobligatoris (%);;29,3
2024;Santa Coloma de Gramenet DC04 SC010;població estrangera de països de renda baixa o mitjana (%);;22,2
2024;Santa Coloma de Gramenet DC04 SC010;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC011;població amb estudis baixos (%);;18,9
2024;Santa Coloma de Gramenet DC04 SC011;població jove sense estudis postobligatoris (%);;40,5
2024;Santa Coloma de Gramenet DC04 SC011;població estrangera de països de renda baixa o mitjana (%);;19,9
2024;Santa Coloma de Gramenet DC04 SC011;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC012;població amb estudis baixos (%);;19,7
2024;Santa Coloma de Gramenet DC04 SC012;població jove sense estudis postobligatoris (%);;31,5
2024;Santa Coloma de Gramenet DC04 SC012;població estrangera de països de renda baixa o mitjana (%);;19,9
2024;Santa Coloma de Gramenet DC04 SC012;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC013;població amb estudis baixos (%);;23,9
2024;Santa Coloma de Gramenet DC04 SC013;població jove sense estudis postobligatoris (%);;24,3
2024;Santa Coloma de Gramenet DC04 SC013;població estrangera de països de renda baixa o mitjana (%);;11,4
2024;Santa Coloma de Gramenet DC04 SC013;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC014;població amb estudis baixos (%);;21,2
2024;Santa Coloma de Gramenet DC04 SC014;població jove sense estudis postobligatoris (%);;33,2
2024;Santa Coloma de Gramenet DC04 SC014;població estrangera de països de renda baixa o mitjana (%);;19,5
2024;Santa Coloma de Gramenet DC04 SC014;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC015;població amb estudis baixos (%);;22,6
2024;Santa Coloma de Gramenet DC04 SC015;població jove sense estudis postobligatoris (%);;40,6
2024;Santa Coloma de Gramenet DC04 SC015;població estrangera de països de renda baixa o mitjana (%);;25,3
2024;Santa Coloma de Gramenet DC04 SC015;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC04 SC016;població amb estudis baixos (%);;25,3
2024;Santa Coloma de Gramenet DC04 SC016;població jove sense estudis postobligatoris (%);;29,5
2024;Santa Coloma de Gramenet DC04 SC016;població estrangera de països de renda baixa o mitjana (%);;13,8
2024;Santa Coloma de Gramenet DC04 SC016;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC001;població amb estudis baixos (%);;23,7
2024;Santa Coloma de Gramenet DC05 SC001;població jove sense estudis postobligatoris (%);;43,9
2024;Santa Coloma de Gramenet DC05 SC001;població estrangera de països de renda baixa o mitjana (%);;32,5
2024;Santa Coloma de Gramenet DC05 SC001;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC002;població amb estudis baixos (%);;22,8
2024;Santa Coloma de Gramenet DC05 SC002;població jove sense estudis postobligatoris (%);;35,5
2024;Santa Coloma de Gramenet DC05 SC002;població estrangera de països de renda baixa o mitjana (%);;23,8
2024;Santa Coloma de Gramenet DC05 SC002;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC003;població amb estudis baixos (%);;21,0
2024;Santa Coloma de Gramenet DC05 SC003;població jove sense estudis postobligatoris (%);;37,0
2024;Santa Coloma de Gramenet DC05 SC003;població estrangera de països de renda baixa o mitjana (%);;24,8
2024;Santa Coloma de Gramenet DC05 SC003;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC004;població amb estudis baixos (%);;21,4
2024;Santa Coloma de Gramenet DC05 SC004;població jove sense estudis postobligatoris (%);;42,9
2024;Santa Coloma de Gramenet DC05 SC004;població estrangera de països de renda baixa o mitjana (%);;25,4
2024;Santa Coloma de Gramenet DC05 SC004;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC005;població amb estudis baixos (%);;22,6
2024;Santa Coloma de Gramenet DC05 SC005;població jove sense estudis postobligatoris (%);;41,2
2024;Santa Coloma de Gramenet DC05 SC005;població estrangera de països de renda baixa o mitjana (%);;29,1
2024;Santa Coloma de Gramenet DC05 SC005;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC006;població amb estudis baixos (%);;24,5
2024;Santa Coloma de Gramenet DC05 SC006;població jove sense estudis postobligatoris (%);;38,4
2024;Santa Coloma de Gramenet DC05 SC006;població estrangera de països de renda baixa o mitjana (%);;32,9
2024;Santa Coloma de Gramenet DC05 SC006;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC007;població amb estudis baixos (%);;23,9
2024;Santa Coloma de Gramenet DC05 SC007;població jove sense estudis postobligatoris (%);;37,9
2024;Santa Coloma de Gramenet DC05 SC007;població estrangera de països de renda baixa o mitjana (%);;27,0
2024;Santa Coloma de Gramenet DC05 SC007;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC008;població amb estudis baixos (%);;23,3
2024;Santa Coloma de Gramenet DC05 SC008;població jove sense estudis postobligatoris (%);;42,5
2024;Santa Coloma de Gramenet DC05 SC008;població estrangera de països de renda baixa o mitjana (%);;30,1
2024;Santa Coloma de Gramenet DC05 SC008;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC009;població amb estudis baixos (%);;19,1
2024;Santa Coloma de Gramenet DC05 SC009;població jove sense estudis postobligatoris (%);;42,7
2024;Santa Coloma de Gramenet DC05 SC009;població estrangera de països de renda baixa o mitjana (%);;24,2
2024;Santa Coloma de Gramenet DC05 SC009;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC011;població amb estudis baixos (%);;22,6
2024;Santa Coloma de Gramenet DC05 SC011;població jove sense estudis postobligatoris (%);;45,5
2024;Santa Coloma de Gramenet DC05 SC011;població estrangera de països de renda baixa o mitjana (%);;32,6
2024;Santa Coloma de Gramenet DC05 SC011;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC012;població amb estudis baixos (%);;24,0
2024;Santa Coloma de Gramenet DC05 SC012;població jove sense estudis postobligatoris (%);;51,5
2024;Santa Coloma de Gramenet DC05 SC012;població estrangera de països de renda baixa o mitjana (%);;30,2
2024;Santa Coloma de Gramenet DC05 SC012;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC013;població amb estudis baixos (%);;23,4
2024;Santa Coloma de Gramenet DC05 SC013;població jove sense estudis postobligatoris (%);;41,3
2024;Santa Coloma de Gramenet DC05 SC013;població estrangera de països de renda baixa o mitjana (%);;32,8
2024;Santa Coloma de Gramenet DC05 SC013;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC014;població amb estudis baixos (%);;18,4
2024;Santa Coloma de Gramenet DC05 SC014;població jove sense estudis postobligatoris (%);;38,1
2024;Santa Coloma de Gramenet DC05 SC014;població estrangera de països de renda baixa o mitjana (%);;24,7
2024;Santa Coloma de Gramenet DC05 SC014;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC015;població amb estudis baixos (%);;20,6
2024;Santa Coloma de Gramenet DC05 SC015;població jove sense estudis postobligatoris (%);;32,1
2024;Santa Coloma de Gramenet DC05 SC015;població estrangera de països de renda baixa o mitjana (%);;28,4
2024;Santa Coloma de Gramenet DC05 SC015;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC016;població amb estudis baixos (%);;17,1
2024;Santa Coloma de Gramenet DC05 SC016;població jove sense estudis postobligatoris (%);;34,9
2024;Santa Coloma de Gramenet DC05 SC016;població estrangera de països de renda baixa o mitjana (%);;17,7
2024;Santa Coloma de Gramenet DC05 SC016;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC018;població amb estudis baixos (%);;25,6
2024;Santa Coloma de Gramenet DC05 SC018;població jove sense estudis postobligatoris (%);;49,8
2024;Santa Coloma de Gramenet DC05 SC018;població estrangera de països de renda baixa o mitjana (%);;34,7
2024;Santa Coloma de Gramenet DC05 SC018;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC05 SC019;població amb estudis baixos (%);;18,0
2024;Santa Coloma de Gramenet DC05 SC019;població jove sense estudis postobligatoris (%);;25,9
2024;Santa Coloma de Gramenet DC05 SC019;població estrangera de països de renda baixa o mitjana (%);;24,0
2024;Santa Coloma de Gramenet DC05 SC019;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC002;població amb estudis baixos (%);;25,7
2024;Santa Coloma de Gramenet DC06 SC002;població jove sense estudis postobligatoris (%);;42,5
2024;Santa Coloma de Gramenet DC06 SC002;població estrangera de països de renda baixa o mitjana (%);;41,0
2024;Santa Coloma de Gramenet DC06 SC002;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC003;població amb estudis baixos (%);;27,2
2024;Santa Coloma de Gramenet DC06 SC003;població jove sense estudis postobligatoris (%);;46,1
2024;Santa Coloma de Gramenet DC06 SC003;població estrangera de països de renda baixa o mitjana (%);;40,1
2024;Santa Coloma de Gramenet DC06 SC003;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC004;població amb estudis baixos (%);;27,9
2024;Santa Coloma de Gramenet DC06 SC004;població jove sense estudis postobligatoris (%);;37,8
2024;Santa Coloma de Gramenet DC06 SC004;població estrangera de països de renda baixa o mitjana (%);;26,6
2024;Santa Coloma de Gramenet DC06 SC004;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC005;població amb estudis baixos (%);;28,9
2024;Santa Coloma de Gramenet DC06 SC005;població jove sense estudis postobligatoris (%);;46,1
2024;Santa Coloma de Gramenet DC06 SC005;població estrangera de països de renda baixa o mitjana (%);;41,7
2024;Santa Coloma de Gramenet DC06 SC005;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC008;població amb estudis baixos (%);;26,4
2024;Santa Coloma de Gramenet DC06 SC008;població jove sense estudis postobligatoris (%);;43,5
2024;Santa Coloma de Gramenet DC06 SC008;població estrangera de països de renda baixa o mitjana (%);;41,8
2024;Santa Coloma de Gramenet DC06 SC008;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC009;població amb estudis baixos (%);;25,0
2024;Santa Coloma de Gramenet DC06 SC009;població jove sense estudis postobligatoris (%);;44,9
2024;Santa Coloma de Gramenet DC06 SC009;població estrangera de països de renda baixa o mitjana (%);;42,6
2024;Santa Coloma de Gramenet DC06 SC009;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC011;població amb estudis baixos (%);;31,3
2024;Santa Coloma de Gramenet DC06 SC011;població jove sense estudis postobligatoris (%);;55,7
2024;Santa Coloma de Gramenet DC06 SC011;població estrangera de països de renda baixa o mitjana (%);;52,5
2024;Santa Coloma de Gramenet DC06 SC011;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC012;població amb estudis baixos (%);;27,6
2024;Santa Coloma de Gramenet DC06 SC012;població jove sense estudis postobligatoris (%);;45,4
2024;Santa Coloma de Gramenet DC06 SC012;població estrangera de països de renda baixa o mitjana (%);;46,1
2024;Santa Coloma de Gramenet DC06 SC012;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Gramenet DC06 SC014;població amb estudis baixos (%);;26,6
2024;Santa Coloma de Gramenet DC06 SC014;població jove sense estudis postobligatoris (%);;49,6
2024;Santa Coloma de Gramenet DC06 SC014;població estrangera de països de renda baixa o mitjana (%);;46,7
2024;Santa Coloma de Gramenet DC06 SC014;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Queralt DC01 SC001;població amb estudis baixos (%);;14,0
2024;Santa Coloma de Queralt DC01 SC001;població jove sense estudis postobligatoris (%);;28,5
2024;Santa Coloma de Queralt DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;15,1
2024;Santa Coloma de Queralt DC01 SC001;renda mitjana per persona (€);;9999999
2024;Santa Coloma de Queralt DC02 SC001;població amb estudis baixos (%);;9,5
2024;Santa Coloma de Queralt DC02 SC001;població jove sense estudis postobligatoris (%);;21,9
2024;Santa Coloma de Queralt DC02 SC001;població estrangera de països de renda baixa o mitjana (%);;9,1
2024;Santa Coloma de Queralt DC02 SC001;renda mitjana per persona (€);;9999999
2024;Santa Cristina d'Aro DC01 SC001;població amb estudis baixos (%);;13,1
2024;Santa Cristina d'Aro DC01 SC001;població jove sense estudis postobligatoris (%);;28,2
2024;Santa Cristina d'Aro DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;11,0
2024;Santa Cristina d'Aro DC01 SC001;renda mitjana per persona (€);;9999999
2024;Santa Cristina d'Aro DC01 SC002;població amb estudis baixos (%);;8,9
2024;Santa Cristina d'Aro DC01 SC002;població jove sense estudis postobligatoris (%);;20,3
2024;Santa Cristina d'Aro DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;8,6
2024;Santa Cristina d'Aro DC01 SC002;renda mitjana per persona (€);;9999999
2024;Santa Eugènia de Berga DC01 SC001;població amb estudis baixos (%);;14,1
2024;Santa Eugènia de Berga DC01 SC001;població jove sense estudis postobligatoris (%);;25,1
2024;Santa Eugènia de Berga DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;9,7
2024;Santa Eugènia de Berga DC01 SC001;renda mitjana per persona (€);;9999999
2024;Santa Eulàlia de Riuprimer DC01 SC001;població amb estudis baixos (%);;10,9
2024;Santa Eulàlia de Riuprimer DC01 SC001;població jove sense estudis postobligatoris (%);;16,0
2024;Santa Eulàlia de Riuprimer DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;4,2
2024;Santa Eulàlia de Riuprimer DC01 SC001;renda mitjana per persona (€);;9999999
2024;Santa Eulàlia de Ronçana DC01 SC001;població amb estudis baixos (%);;10,8
2024;Santa Eulàlia de Ronçana DC01 SC001;població jove sense estudis postobligatoris (%);;20,3
2024;Santa Eulàlia de Ronçana DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;5,0
2024;Santa Eulàlia de Ronçana DC01 SC001;renda mitjana per persona (€);;9999999
2024;Santa Eulàlia de Ronçana DC01 SC002;població amb estudis baixos (%);;11,7
2024;Santa Eulàlia de Ronçana DC01 SC002;població jove sense estudis postobligatoris (%);;15,1
2024;Santa Eulàlia de Ronçana DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;3,0
2024;Santa Eulàlia de Ronçana DC01 SC002;renda mitjana per persona (€);;9999999
2024;Santa Eulàlia de Ronçana DC01 SC003;població amb estudis baixos (%);;7,9
2024;Santa Eulàlia de Ronçana DC01 SC003;població jove sense estudis postobligatoris (%);;13,0
2024;Santa Eulàlia de Ronçana DC01 SC003;població estrangera de països de renda baixa o mitjana (%);;2,6
2024;Santa Eulàlia de Ronçana DC01 SC003;renda mitjana per persona (€);;9999999
2024;Santa Eulàlia de Ronçana DC01 SC004;població amb estudis baixos (%);;12,6
2024;Santa Eulàlia de Ronçana DC01 SC004;població jove sense estudis postobligatoris (%);;24,9
2024;Santa Eulàlia de Ronçana DC01 SC004;població estrangera de països de renda baixa o mitjana (%);;3,2
2024;Santa Eulàlia de Ronçana DC01 SC004;renda mitjana per persona (€);;9999999
2024;Santa Fe del Penedès DC01 SC001;població amb estudis baixos (%);;8,3
2024;Santa Fe del Penedès DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Santa Fe del Penedès DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;4,7
2024;Santa Fe del Penedès DC01 SC001;renda mitjana per persona (€);;9999999
2024;Santa Llogaia d'Àlguema DC01 SC001;població amb estudis baixos (%);;6,3
2024;Santa Llogaia d'Àlguema DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Santa Llogaia d'Àlguema DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;7,3
2024;Santa Llogaia d'Àlguema DC01 SC001;renda mitjana per persona (€);;9999999
2024;Santa Margarida de Montbui DC01 SC001;població amb estudis baixos (%);;7,0
2024;Santa Margarida de Montbui DC01 SC001;població jove sense estudis postobligatoris (%);;23,4
2024;Santa Margarida de Montbui DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;2,9
