Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE
2026-01-01,7,Horta-Guinardó,35,el Guinardó,143,7051,882,2
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7052,697,1
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7052,650,2
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7053,750,1
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7053,699,2
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7054,876,1
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7054,812,2
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7055,674,1
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7055,552,2
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7056,637,1
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7056,623,2
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7057,784,1
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7057,706,2
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7058,724,1
2026-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7058,661,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,146,7059,706,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,146,7059,720,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,146,7060,990,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,146,7060,910,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7061,726,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7061,677,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7062,689,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7062,666,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7063,758,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7063,704,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7064,892,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7064,793,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7065,1004,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7065,852,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7066,1022,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7066,896,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7067,867,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7067,787,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7068,745,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7068,640,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7069,808,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7069,733,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7070,807,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,147,7070,676,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7071,730,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7071,626,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7072,797,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7072,675,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7073,633,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7073,549,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7074,920,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7074,841,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7075,652,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7075,630,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7076,798,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7076,697,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7077,672,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7077,652,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7078,752,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7078,764,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7079,823,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7079,750,2
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7080,931,1
2026-01-01,7,Horta-Guinardó,37,el Carmel,148,7080,839,2
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7081,1010,1
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7081,938,2
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7082,716,1
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7082,659,2
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7083,728,1
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7083,688,2
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7084,728,1
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7084,711,2
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7085,679,1
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7085,647,2
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7086,834,1
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7086,768,2
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7087,936,1
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7087,848,2
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7088,991,1
2026-01-01,7,Horta-Guinardó,38,la Teixonera,149,7088,846,2
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7089,802,1
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7089,631,2
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7090,861,1
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7090,783,2
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7091,743,1
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7091,591,2
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7092,869,1
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7092,758,2
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7093,921,1
2026-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7093,931,2
2026-01-01,7,Horta-Guinardó,40,Montbau,151,7094,734,1
2026-01-01,7,Horta-Guinardó,40,Montbau,151,7094,598,2
2026-01-01,7,Horta-Guinardó,40,Montbau,151,7095,836,1
2026-01-01,7,Horta-Guinardó,40,Montbau,151,7095,800,2
2026-01-01,7,Horta-Guinardó,40,Montbau,151,7096,822,1
2026-01-01,7,Horta-Guinardó,40,Montbau,151,7096,687,2
2026-01-01,7,Horta-Guinardó,40,Montbau,151,7097,489,1
2026-01-01,7,Horta-Guinardó,40,Montbau,151,7097,387,2
2026-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7098,1172,1
2026-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7098,1054,2
2026-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7099,541,1
2026-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7099,497,2
2026-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7100,656,1
2026-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7100,580,2
2026-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7101,856,1
2026-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7101,731,2
2026-01-01,7,Horta-Guinardó,42,la Clota,153,7102,561,1
2026-01-01,7,Horta-Guinardó,42,la Clota,153,7102,562,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7103,852,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7103,800,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7104,868,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7104,776,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7105,612,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7105,536,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7106,661,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7106,573,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7107,623,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7107,548,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7108,676,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7108,589,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7109,894,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7109,797,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7110,596,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7110,460,2
2026-01-01,7,Horta-Guinardó,43,Horta,154,7111,516,1
2026-01-01,7,Horta-Guinardó,43,Horta,154,7111,428,2
2026-01-01,7,Horta-Guinardó,43,Horta,155,7112,692,1
2026-01-01,7,Horta-Guinardó,43,Horta,155,7112,649,2
2026-01-01,7,Horta-Guinardó,43,Horta,155,7113,682,1
2026-01-01,7,Horta-Guinardó,43,Horta,155,7113,609,2
2026-01-01,7,Horta-Guinardó,43,Horta,155,7114,663,1
2026-01-01,7,Horta-Guinardó,43,Horta,155,7114,608,2
2026-01-01,7,Horta-Guinardó,43,Horta,155,7115,596,1
2026-01-01,7,Horta-Guinardó,43,Horta,155,7115,502,2
2026-01-01,7,Horta-Guinardó,43,Horta,155,7116,866,1
2026-01-01,7,Horta-Guinardó,43,Horta,155,7116,693,2
2026-01-01,7,Horta-Guinardó,43,Horta,155,7117,2085,1
2026-01-01,7,Horta-Guinardó,43,Horta,155,7117,2495,2
2026-01-01,7,Horta-Guinardó,43,Horta,155,7118,687,1
2026-01-01,7,Horta-Guinardó,43,Horta,155,7118,627,2
2026-01-01,7,Horta-Guinardó,43,Horta,156,7119,750,1
2026-01-01,7,Horta-Guinardó,43,Horta,156,7119,654,2
2026-01-01,7,Horta-Guinardó,43,Horta,156,7120,695,1
2026-01-01,7,Horta-Guinardó,43,Horta,156,7120,571,2
2026-01-01,7,Horta-Guinardó,43,Horta,156,7121,701,1
2026-01-01,7,Horta-Guinardó,43,Horta,156,7121,567,2
2026-01-01,7,Horta-Guinardó,43,Horta,156,7122,760,1
2026-01-01,7,Horta-Guinardó,43,Horta,156,7122,671,2
2026-01-01,7,Horta-Guinardó,43,Horta,156,7123,778,1
2026-01-01,7,Horta-Guinardó,43,Horta,156,7123,710,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8001,669,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8001,595,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8002,710,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8002,642,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8003,697,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8003,590,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8004,846,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8004,692,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8005,615,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8005,523,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8006,918,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8006,791,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8007,650,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8007,551,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8008,852,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8008,788,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,158,8009,950,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,158,8009,847,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8010,609,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8010,532,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8011,650,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8011,557,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8012,720,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8012,579,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8013,666,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8013,555,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8014,690,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8014,589,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8015,851,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8015,680,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8016,684,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8016,531,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8017,712,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8017,626,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8018,812,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8018,681,2
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8019,999,1
2026-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8019,829,2
2026-01-01,8,Nou Barris,45,Porta,161,8020,776,1
2026-01-01,8,Nou Barris,45,Porta,161,8020,701,2
2026-01-01,8,Nou Barris,45,Porta,161,8021,793,1
2026-01-01,8,Nou Barris,45,Porta,161,8021,683,2
2026-01-01,8,Nou Barris,45,Porta,161,8022,654,1
2026-01-01,8,Nou Barris,45,Porta,161,8022,592,2
2026-01-01,8,Nou Barris,45,Porta,161,8023,771,1
2026-01-01,8,Nou Barris,45,Porta,161,8023,706,2
2026-01-01,8,Nou Barris,45,Porta,161,8024,759,1
2026-01-01,8,Nou Barris,45,Porta,161,8024,644,2
2026-01-01,8,Nou Barris,45,Porta,161,8025,747,1
2026-01-01,8,Nou Barris,45,Porta,161,8025,582,2
2026-01-01,8,Nou Barris,45,Porta,161,8026,794,1
2026-01-01,8,Nou Barris,45,Porta,161,8026,672,2
2026-01-01,8,Nou Barris,45,Porta,162,8027,757,1
2026-01-01,8,Nou Barris,45,Porta,162,8027,709,2
2026-01-01,8,Nou Barris,45,Porta,162,8028,589,1
2026-01-01,8,Nou Barris,45,Porta,162,8028,490,2
2026-01-01,8,Nou Barris,45,Porta,162,8029,809,1
2026-01-01,8,Nou Barris,45,Porta,162,8029,702,2
2026-01-01,8,Nou Barris,45,Porta,162,8030,787,1
2026-01-01,8,Nou Barris,45,Porta,162,8030,705,2
2026-01-01,8,Nou Barris,45,Porta,163,8031,694,1
2026-01-01,8,Nou Barris,45,Porta,163,8031,604,2
2026-01-01,8,Nou Barris,45,Porta,163,8032,696,1
2026-01-01,8,Nou Barris,45,Porta,163,8032,591,2
2026-01-01,8,Nou Barris,45,Porta,163,8033,804,1
2026-01-01,8,Nou Barris,45,Porta,163,8033,714,2
2026-01-01,8,Nou Barris,45,Porta,163,8034,728,1
2026-01-01,8,Nou Barris,45,Porta,163,8034,606,2
2026-01-01,8,Nou Barris,45,Porta,163,8035,3158,1
2026-01-01,8,Nou Barris,45,Porta,163,8035,3898,2
2026-01-01,8,Nou Barris,45,Porta,163,8036,895,1
2026-01-01,8,Nou Barris,45,Porta,163,8036,752,2
2026-01-01,8,Nou Barris,45,Porta,163,8037,901,1
2026-01-01,8,Nou Barris,45,Porta,163,8037,736,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8038,935,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8038,786,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8039,873,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8039,818,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8040,1064,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8040,961,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8041,1400,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8041,1343,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8042,725,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8042,609,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8043,620,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,164,8043,501,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,165,8044,755,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,165,8044,672,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,165,8045,967,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,165,8045,927,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,165,8046,893,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,165,8046,743,2
2026-01-01,8,Nou Barris,46,el Turó de la Peira,165,8047,968,1
2026-01-01,8,Nou Barris,46,el Turó de la Peira,165,8047,818,2
2026-01-01,8,Nou Barris,47,Can Peguera,166,8048,499,1
2026-01-01,8,Nou Barris,47,Can Peguera,166,8048,456,2
2026-01-01,8,Nou Barris,47,Can Peguera,166,8049,620,1
2026-01-01,8,Nou Barris,47,Can Peguera,166,8049,547,2
2026-01-01,8,Nou Barris,48,la Guineueta,167,8050,734,1
2026-01-01,8,Nou Barris,48,la Guineueta,167,8050,634,2
2026-01-01,8,Nou Barris,48,la Guineueta,167,8051,702,1
2026-01-01,8,Nou Barris,48,la Guineueta,167,8051,638,2
2026-01-01,8,Nou Barris,48,la Guineueta,167,8052,523,1
2026-01-01,8,Nou Barris,48,la Guineueta,167,8052,404,2
2026-01-01,8,Nou Barris,48,la Guineueta,167,8053,605,1
2026-01-01,8,Nou Barris,48,la Guineueta,167,8053,520,2
2026-01-01,8,Nou Barris,48,la Guineueta,167,8054,938,1
2026-01-01,8,Nou Barris,48,la Guineueta,167,8054,756,2
2026-01-01,8,Nou Barris,48,la Guineueta,167,8055,941,1
2026-01-01,8,Nou Barris,48,la Guineueta,167,8055,857,2
2026-01-01,8,Nou Barris,48,la Guineueta,167,8215,934,1
2026-01-01,8,Nou Barris,48,la Guineueta,167,8215,708,2
2026-01-01,8,Nou Barris,48,la Guineueta,168,8056,815,1
2026-01-01,8,Nou Barris,48,la Guineueta,168,8056,773,2
2026-01-01,8,Nou Barris,48,la Guineueta,168,8057,747,1
2026-01-01,8,Nou Barris,48,la Guineueta,168,8057,645,2
2026-01-01,8,Nou Barris,48,la Guineueta,168,8058,920,1
2026-01-01,8,Nou Barris,48,la Guineueta,168,8058,778,2
2026-01-01,8,Nou Barris,48,la Guineueta,168,8059,537,1
2026-01-01,8,Nou Barris,48,la Guineueta,168,8059,515,2
2026-01-01,8,Nou Barris,49,Canyelles,169,8060,664,1
2026-01-01,8,Nou Barris,49,Canyelles,169,8060,577,2
2026-01-01,8,Nou Barris,49,Canyelles,169,8061,855,1
2026-01-01,8,Nou Barris,49,Canyelles,169,8061,793,2
2026-01-01,8,Nou Barris,49,Canyelles,169,8062,591,1
2026-01-01,8,Nou Barris,49,Canyelles,169,8062,540,2
2026-01-01,8,Nou Barris,49,Canyelles,169,8063,566,1
2026-01-01,8,Nou Barris,49,Canyelles,169,8063,509,2
2026-01-01,8,Nou Barris,49,Canyelles,169,8064,961,1
2026-01-01,8,Nou Barris,49,Canyelles,169,8064,850,2
2026-01-01,8,Nou Barris,50,les Roquetes,170,8065,905,1
2026-01-01,8,Nou Barris,50,les Roquetes,170,8065,963,2
2026-01-01,8,Nou Barris,50,les Roquetes,170,8066,893,1
2026-01-01,8,Nou Barris,50,les Roquetes,170,8066,849,2
2026-01-01,8,Nou Barris,50,les Roquetes,170,8067,1035,1
2026-01-01,8,Nou Barris,50,les Roquetes,170,8067,952,2
2026-01-01,8,Nou Barris,50,les Roquetes,170,8068,1083,1
2026-01-01,8,Nou Barris,50,les Roquetes,170,8068,956,2
2026-01-01,8,Nou Barris,50,les Roquetes,170,8069,873,1
2026-01-01,8,Nou Barris,50,les Roquetes,170,8069,795,2
2026-01-01,8,Nou Barris,50,les Roquetes,171,8070,825,1
2026-01-01,8,Nou Barris,50,les Roquetes,171,8070,778,2
2026-01-01,8,Nou Barris,50,les Roquetes,171,8071,912,1
2026-01-01,8,Nou Barris,50,les Roquetes,171,8071,884,2
2026-01-01,8,Nou Barris,50,les Roquetes,171,8072,649,1
2026-01-01,8,Nou Barris,50,les Roquetes,171,8072,586,2
2026-01-01,8,Nou Barris,50,les Roquetes,171,8073,1053,1
2026-01-01,8,Nou Barris,50,les Roquetes,171,8073,945,2
2026-01-01,8,Nou Barris,50,les Roquetes,171,8074,822,1
2026-01-01,8,Nou Barris,50,les Roquetes,171,8074,837,2
2026-01-01,8,Nou Barris,51,Verdun,172,8075,1109,1
2026-01-01,8,Nou Barris,51,Verdun,172,8075,913,2
2026-01-01,8,Nou Barris,51,Verdun,172,8076,889,1
2026-01-01,8,Nou Barris,51,Verdun,172,8076,784,2
2026-01-01,8,Nou Barris,51,Verdun,172,8077,789,1
2026-01-01,8,Nou Barris,51,Verdun,172,8077,651,2
2026-01-01,8,Nou Barris,51,Verdun,173,8078,910,1
2026-01-01,8,Nou Barris,51,Verdun,173,8078,810,2
2026-01-01,8,Nou Barris,51,Verdun,173,8079,793,1
2026-01-01,8,Nou Barris,51,Verdun,173,8079,734,2
2026-01-01,8,Nou Barris,51,Verdun,173,8080,846,1
2026-01-01,8,Nou Barris,51,Verdun,173,8080,801,2
2026-01-01,8,Nou Barris,51,Verdun,173,8081,930,1
2026-01-01,8,Nou Barris,51,Verdun,173,8081,817,2
2026-01-01,8,Nou Barris,51,Verdun,173,8082,932,1
2026-01-01,8,Nou Barris,51,Verdun,173,8082,799,2
2026-01-01,8,Nou Barris,52,la Prosperitat,174,8083,743,1
2026-01-01,8,Nou Barris,52,la Prosperitat,174,8083,645,2
2026-01-01,8,Nou Barris,52,la Prosperitat,174,8084,674,1
2026-01-01,8,Nou Barris,52,la Prosperitat,174,8084,523,2
2026-01-01,8,Nou Barris,52,la Prosperitat,174,8085,811,1
2026-01-01,8,Nou Barris,52,la Prosperitat,174,8085,794,2
2026-01-01,8,Nou Barris,52,la Prosperitat,174,8086,975,1
2026-01-01,8,Nou Barris,52,la Prosperitat,174,8086,823,2
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8087,744,1
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8087,617,2
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8088,714,1
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8088,620,2
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8089,652,1
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8089,568,2
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8090,678,1
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8090,657,2
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8091,769,1
2026-01-01,8,Nou Barris,52,la Prosperitat,175,8091,694,2
2026-01-01,8,Nou Barris,52,la Prosperitat,176,8092,516,1
2026-01-01,8,Nou Barris,52,la Prosperitat,176,8092,470,2
2026-01-01,8,Nou Barris,52,la Prosperitat,176,8093,707,1
2026-01-01,8,Nou Barris,52,la Prosperitat,176,8093,647,2
2026-01-01,8,Nou Barris,52,la Prosperitat,176,8094,778,1
2026-01-01,8,Nou Barris,52,la Prosperitat,176,8094,697,2
2026-01-01,8,Nou Barris,52,la Prosperitat,176,8095,597,1
2026-01-01,8,Nou Barris,52,la Prosperitat,176,8095,568,2
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8096,818,1
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8096,707,2
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8097,755,1
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8097,612,2
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8098,692,1
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8098,650,2
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8099,790,1
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8099,725,2
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8100,726,1
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8100,623,2
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8101,935,1
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8101,830,2
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8102,867,1
2026-01-01,8,Nou Barris,52,la Prosperitat,177,8102,763,2
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8103,952,1
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8103,919,2
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8104,704,1
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8104,675,2
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8105,814,1
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8105,717,2
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8106,743,1
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8106,689,2
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8107,969,1
2026-01-01,8,Nou Barris,53,la Trinitat Nova,178,8107,946,2
2026-01-01,8,Nou Barris,54,Torre Baró,179,8108,1159,1
2026-01-01,8,Nou Barris,54,Torre Baró,179,8108,1112,2
2026-01-01,8,Nou Barris,54,Torre Baró,179,8109,483,1
2026-01-01,8,Nou Barris,54,Torre Baró,179,8109,482,2
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8110,1061,1
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8110,1031,2
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8111,917,1
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8111,877,2
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8112,960,1
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8112,936,2
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8113,945,1
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8113,908,2
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8114,1026,1
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8114,1003,2
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8115,909,1
2026-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8115,920,2
2026-01-01,8,Nou Barris,56,Vallbona,181,8116,742,1
2026-01-01,8,Nou Barris,56,Vallbona,181,8116,698,2
2026-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9001,1332,1
2026-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9001,1503,2
2026-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9002,1165,1
2026-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9002,1148,2
2026-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9003,1130,1
