CP;Seccion_TOTAL;Distrito;Seccion Censal;Media_renta_Hogar
08019;0801910063;10;063;71688
08019;0801910064;10;064;64213
08019;0801910065;10;065;63613
08019;0801910066;10;066;66374
08019;0801910067;10;067;101712
08019;0801910068;10;068;77632
08019;0801910069;10;069;77529
08019;0801910070;10;070;55809
08019;0801910071;10;071;70740
08019;0801910072;10;072;63353
08019;0801910073;10;073;51333
08019;0801910074;10;074;55153
08019;0801910075;10;075;58782
08019;0801910076;10;076;62043
08019;0801910077;10;077;87196
08019;0801910078;10;078;90648
08019;0801910079;10;079;70467
08019;0801910080;10;080;116159
08019;0801910081;10;081;44365
08019;0801910082;10;082;30441
08019;0801910083;10;083;30158
08019;0801910084;10;084;34412
08019;0801910085;10;085;33114
08019;0801910086;10;086;35306
08019;0801910087;10;087;34567
08019;0801910088;10;088;48880
08019;0801910089;10;089;34794
08019;0801910090;10;090;40145
08019;0801910091;10;091;43402
08019;0801910092;10;092;53522
08019;0801910093;10;093;53556
08019;0801910094;10;094;64871
08019;0801910095;10;095;49872
08019;0801910096;10;096;70859
08019;0801910097;10;097;66965
08019;0801910098;10;098;66057
08019;0801910099;10;099;42554
08019;0801910100;10;100;45891
08019;0801910101;10;101;53976
08019;0801910102;10;102;46076
08019;0801910103;10;103;49869
08019;0801910104;10;104;61168
08019;0801910105;10;105;53011
08019;0801910106;10;106;48354
08019;0801910107;10;107;63894
08019;0801910108;10;108;46282
08019;0801910109;10;109;43952
08019;0801910110;10;110;45698
08019;0801910111;10;111;48599
08019;0801910112;10;112;59902
08019;0801910113;10;113;50947
08019;0801910114;10;114;42535
08019;0801910115;10;115;43951
08019;0801910116;10;116;40750
08019;0801910117;10;117;45477
08019;0801910118;10;118;61051
08019;0801910119;10;119;40610
08019;0801910120;10;120;44726
08019;0801910121;10;121;44569
08019;0801910122;10;122;57794
08019;0801910123;10;123;46363
08019;0801910124;10;124;52677
08019;0801910125;10;125;44963
08019;0801910126;10;126;51291
08019;0801910127;10;127;55849
08019;0801910128;10;128;50661
08019;0801910129;10;129;55535
08019;0801910130;10;130;47047
08019;0801910131;10;131;59918
08019;0801910132;10;132;45599
08019;0801910133;10;133;42052
08019;0801910134;10;134;39008
08019;0801910135;10;135;44120
08019;0801910136;10;136;44028
08019;0801910137;10;137;39418
08019;0801910138;10;138;38070
08019;0801910139;10;139;37734
08019;0801910140;10;140;40716
08019;0801910141;10;141;40262
08019;0801910142;10;142;38276
08019;0801910143;10;143;44319
08019;0801910234;10;234;51993
08019;0801910235;10;235;40688
08019;0801910236;10;236;43632
08019;0801910237;10;237;39284
