any,secció censal,concepte,estat,valor
2024,Barcelona DC07 SC112,població estrangera de països de renda baixa o mitjana,p,93.6
2024,Barcelona DC07 SC112,renda mitjana per persona,..,null
2024,Barcelona DC07 SC113,població amb estudis baixos,p,100.5
2024,Barcelona DC07 SC113,població jove sense estudis postobligatoris,p,92.1
2024,Barcelona DC07 SC113,població estrangera de països de renda baixa o mitjana,p,99.5
2024,Barcelona DC07 SC113,renda mitjana per persona,..,null
2024,Barcelona DC07 SC114,població amb estudis baixos,p,92.1
2024,Barcelona DC07 SC114,població jove sense estudis postobligatoris,p,86.4
2024,Barcelona DC07 SC114,població estrangera de països de renda baixa o mitjana,p,93.3
2024,Barcelona DC07 SC114,renda mitjana per persona,..,null
2024,Barcelona DC07 SC115,població amb estudis baixos,p,90.2
2024,Barcelona DC07 SC115,població jove sense estudis postobligatoris,p,76.9
2024,Barcelona DC07 SC115,població estrangera de països de renda baixa o mitjana,p,85.0
2024,Barcelona DC07 SC115,renda mitjana per persona,..,null
2024,Barcelona DC07 SC116,població amb estudis baixos,p,97.3
2024,Barcelona DC07 SC116,població jove sense estudis postobligatoris,p,86.7
2024,Barcelona DC07 SC116,població estrangera de països de renda baixa o mitjana,p,88.3
2024,Barcelona DC07 SC116,renda mitjana per persona,..,null
2024,Barcelona DC07 SC117,població amb estudis baixos,p,128.4
2024,Barcelona DC07 SC117,població jove sense estudis postobligatoris,p,127.2
2024,Barcelona DC07 SC117,població estrangera de països de renda baixa o mitjana,p,98.6
2024,Barcelona DC07 SC117,renda mitjana per persona,..,null
2024,Barcelona DC07 SC118,població amb estudis baixos,p,101.3
2024,Barcelona DC07 SC118,població jove sense estudis postobligatoris,p,88.7
2024,Barcelona DC07 SC118,població estrangera de països de renda baixa o mitjana,p,98.6
2024,Barcelona DC07 SC118,renda mitjana per persona,..,null
2024,Barcelona DC07 SC119,població amb estudis baixos,p,105.3
2024,Barcelona DC07 SC119,població jove sense estudis postobligatoris,p,94.8
2024,Barcelona DC07 SC119,població estrangera de països de renda baixa o mitjana,p,107.3
2024,Barcelona DC07 SC119,renda mitjana per persona,..,null
2024,Barcelona DC07 SC120,població amb estudis baixos,p,115.5
2024,Barcelona DC07 SC120,població jove sense estudis postobligatoris,p,81.4
2024,Barcelona DC07 SC120,població estrangera de països de renda baixa o mitjana,p,101.7
2024,Barcelona DC07 SC120,renda mitjana per persona,..,null
2024,Barcelona DC07 SC121,població amb estudis baixos,p,104.0
2024,Barcelona DC07 SC121,població jove sense estudis postobligatoris,p,91.0
2024,Barcelona DC07 SC121,població estrangera de països de renda baixa o mitjana,p,115.7
2024,Barcelona DC07 SC121,renda mitjana per persona,..,null
2024,Barcelona DC07 SC122,població amb estudis baixos,p,104.4
2024,Barcelona DC07 SC122,població jove sense estudis postobligatoris,p,89.9
2024,Barcelona DC07 SC122,població estrangera de països de renda baixa o mitjana,p,96.1
2024,Barcelona DC07 SC122,renda mitjana per persona,..,null
2024,Barcelona DC07 SC123,població amb estudis baixos,p,98.7
2024,Barcelona DC07 SC123,població jove sense estudis postobligatoris,p,90.5
2024,Barcelona DC07 SC123,població estrangera de països de renda baixa o mitjana,p,91.5
2024,Barcelona DC07 SC123,renda mitjana per persona,..,null
2024,Barcelona DC08 SC001,població amb estudis baixos,p,112.5
2024,Barcelona DC08 SC001,població jove sense estudis postobligatoris,p,93.1
2024,Barcelona DC08 SC001,població estrangera de països de renda baixa o mitjana,p,94.3
2024,Barcelona DC08 SC001,renda mitjana per persona,..,null
2024,Barcelona DC08 SC002,població amb estudis baixos,p,98.2
2024,Barcelona DC08 SC002,població jove sense estudis postobligatoris,p,86.7
2024,Barcelona DC08 SC002,població estrangera de països de renda baixa o mitjana,p,93.5
2024,Barcelona DC08 SC002,renda mitjana per persona,..,null
2024,Barcelona DC08 SC003,població amb estudis baixos,p,102.7
2024,Barcelona DC08 SC003,població jove sense estudis postobligatoris,p,92.7
2024,Barcelona DC08 SC003,població estrangera de països de renda baixa o mitjana,p,100.3
2024,Barcelona DC08 SC003,renda mitjana per persona,..,null
2024,Barcelona DC08 SC004,població amb estudis baixos,p,111.6
2024,Barcelona DC08 SC004,població jove sense estudis postobligatoris,p,95.3
2024,Barcelona DC08 SC004,població estrangera de països de renda baixa o mitjana,p,111.2
2024,Barcelona DC08 SC004,renda mitjana per persona,..,null
2024,Barcelona DC08 SC005,població amb estudis baixos,p,107.8
2024,Barcelona DC08 SC005,població jove sense estudis postobligatoris,p,96.6
2024,Barcelona DC08 SC005,població estrangera de països de renda baixa o mitjana,p,99.4
2024,Barcelona DC08 SC005,renda mitjana per persona,..,null
2024,Barcelona DC08 SC006,població amb estudis baixos,p,96.9
2024,Barcelona DC08 SC006,població jove sense estudis postobligatoris,p,85.2
2024,Barcelona DC08 SC006,població estrangera de països de renda baixa o mitjana,p,106.6
2024,Barcelona DC08 SC006,renda mitjana per persona,..,null
2024,Barcelona DC08 SC007,població amb estudis baixos,p,104.9
2024,Barcelona DC08 SC007,població jove sense estudis postobligatoris,p,86.7
2024,Barcelona DC08 SC007,població estrangera de països de renda baixa o mitjana,p,90.9
2024,Barcelona DC08 SC007,renda mitjana per persona,..,null
2024,Barcelona DC08 SC008,població amb estudis baixos,p,95.2
2024,Barcelona DC08 SC008,població jove sense estudis postobligatoris,p,94.2
2024,Barcelona DC08 SC008,població estrangera de països de renda baixa o mitjana,p,103.3
2024,Barcelona DC08 SC008,renda mitjana per persona,..,null
2024,Barcelona DC08 SC009,població amb estudis baixos,p,95.7
2024,Barcelona DC08 SC009,població jove sense estudis postobligatoris,p,87.8
2024,Barcelona DC08 SC009,població estrangera de països de renda baixa o mitjana,p,107.0
2024,Barcelona DC08 SC009,renda mitjana per persona,..,null
2024,Barcelona DC08 SC010,població amb estudis baixos,p,94.5
2024,Barcelona DC08 SC010,població jove sense estudis postobligatoris,p,86.0
2024,Barcelona DC08 SC010,població estrangera de països de renda baixa o mitjana,p,96.8
2024,Barcelona DC08 SC010,renda mitjana per persona,..,null
2024,Barcelona DC08 SC011,població amb estudis baixos,p,98.1
2024,Barcelona DC08 SC011,població jove sense estudis postobligatoris,p,87.1
2024,Barcelona DC08 SC011,població estrangera de països de renda baixa o mitjana,p,92.1
2024,Barcelona DC08 SC011,renda mitjana per persona,..,null
2024,Barcelona DC08 SC012,població amb estudis baixos,p,100.7
2024,Barcelona DC08 SC012,població jove sense estudis postobligatoris,p,93.2
2024,Barcelona DC08 SC012,població estrangera de països de renda baixa o mitjana,p,98.5
2024,Barcelona DC08 SC012,renda mitjana per persona,..,null
2024,Barcelona DC08 SC013,població amb estudis baixos,p,103.2
2024,Barcelona DC08 SC013,població jove sense estudis postobligatoris,p,94.0
2024,Barcelona DC08 SC013,població estrangera de països de renda baixa o mitjana,p,103.9
2024,Barcelona DC08 SC013,renda mitjana per persona,..,null
2024,Barcelona DC08 SC014,població amb estudis baixos,p,95.9
2024,Barcelona DC08 SC014,població jove sense estudis postobligatoris,p,93.6
2024,Barcelona DC08 SC014,població estrangera de països de renda baixa o mitjana,p,106.2
2024,Barcelona DC08 SC014,renda mitjana per persona,..,null
2024,Barcelona DC08 SC015,població amb estudis baixos,p,106.0
2024,Barcelona DC08 SC015,població jove sense estudis postobligatoris,p,95.2
2024,Barcelona DC08 SC015,població estrangera de països de renda baixa o mitjana,p,115.9
2024,Barcelona DC08 SC015,renda mitjana per persona,..,null
2024,Barcelona DC08 SC016,població amb estudis baixos,p,110.2
2024,Barcelona DC08 SC016,població jove sense estudis postobligatoris,p,87.8
2024,Barcelona DC08 SC016,població estrangera de països de renda baixa o mitjana,p,105.0
2024,Barcelona DC08 SC016,renda mitjana per persona,..,null
2024,Barcelona DC08 SC017,població amb estudis baixos,p,96.8
2024,Barcelona DC08 SC017,població jove sense estudis postobligatoris,p,87.8
2024,Barcelona DC08 SC017,població estrangera de països de renda baixa o mitjana,p,101.2
2024,Barcelona DC08 SC017,renda mitjana per persona,..,null
2024,Barcelona DC08 SC018,població amb estudis baixos,p,96.2
2024,Barcelona DC08 SC018,població jove sense estudis postobligatoris,p,92.3
2024,Barcelona DC08 SC018,població estrangera de països de renda baixa o mitjana,p,103.2
2024,Barcelona DC08 SC018,renda mitjana per persona,..,null
2024,Barcelona DC08 SC019,població amb estudis baixos,p,96.5
2024,Barcelona DC08 SC019,població jove sense estudis postobligatoris,p,95.4
2024,Barcelona DC08 SC019,població estrangera de països de renda baixa o mitjana,p,117.2
2024,Barcelona DC08 SC019,renda mitjana per persona,..,null
2024,Barcelona DC08 SC020,població amb estudis baixos,p,102.6
2024,Barcelona DC08 SC020,població jove sense estudis postobligatoris,p,86.5
2024,Barcelona DC08 SC020,població estrangera de països de renda baixa o mitjana,p,108.0
2024,Barcelona DC08 SC020,renda mitjana per persona,..,null
2024,Barcelona DC08 SC021,població amb estudis baixos,p,108.4
2024,Barcelona DC08 SC021,població jove sense estudis postobligatoris,p,86.8
2024,Barcelona DC08 SC021,població estrangera de països de renda baixa o mitjana,p,99.0
2024,Barcelona DC08 SC021,renda mitjana per persona,..,null
2024,Barcelona DC08 SC022,població amb estudis baixos,p,100.3
2024,Barcelona DC08 SC022,població jove sense estudis postobligatoris,p,90.1
2024,Barcelona DC08 SC022,població estrangera de països de renda baixa o mitjana,p,103.6
2024,Barcelona DC08 SC022,renda mitjana per persona,..,null
2024,Barcelona DC08 SC023,població amb estudis baixos,p,98.6
2024,Barcelona DC08 SC023,població jove sense estudis postobligatoris,p,89.9
2024,Barcelona DC08 SC023,població estrangera de països de renda baixa o mitjana,p,109.8
2024,Barcelona DC08 SC023,renda mitjana per persona,..,null
2024,Barcelona DC08 SC024,població amb estudis baixos,p,103.0
2024,Barcelona DC08 SC024,població jove sense estudis postobligatoris,p,91.1
2024,Barcelona DC08 SC024,població estrangera de països de renda baixa o mitjana,p,103.9
2024,Barcelona DC08 SC024,renda mitjana per persona,..,null
2024,Barcelona DC08 SC025,població amb estudis baixos,p,110.6
2024,Barcelona DC08 SC025,població jove sense estudis postobligatoris,p,93.3
2024,Barcelona DC08 SC025,població estrangera de països de renda baixa o mitjana,p,114.2
2024,Barcelona DC08 SC025,renda mitjana per persona,..,null
2024,Barcelona DC08 SC026,població amb estudis baixos,p,102.8
2024,Barcelona DC08 SC026,població jove sense estudis postobligatoris,p,83.1
2024,Barcelona DC08 SC026,població estrangera de països de renda baixa o mitjana,p,103.0
2024,Barcelona DC08 SC026,renda mitjana per persona,..,null
2024,Barcelona DC08 SC027,població amb estudis baixos,p,106.4
2024,Barcelona DC08 SC027,població jove sense estudis postobligatoris,p,91.5
2024,Barcelona DC08 SC027,població estrangera de països de renda baixa o mitjana,p,91.3
2024,Barcelona DC08 SC027,renda mitjana per persona,..,null
2024,Barcelona DC08 SC028,població amb estudis baixos,p,110.0
2024,Barcelona DC08 SC028,població jove sense estudis postobligatoris,p,95.0
2024,Barcelona DC08 SC028,població estrangera de països de renda baixa o mitjana,p,93.3
2024,Barcelona DC08 SC028,renda mitjana per persona,..,null
2024,Barcelona DC08 SC029,població amb estudis baixos,p,102.7
2024,Barcelona DC08 SC029,població jove sense estudis postobligatoris,p,105.3
2024,Barcelona DC08 SC029,població estrangera de països de renda baixa o mitjana,p,97.3
2024,Barcelona DC08 SC029,renda mitjana per persona,..,null
2024,Barcelona DC08 SC030,població amb estudis baixos,p,103.3
2024,Barcelona DC08 SC030,població jove sense estudis postobligatoris,p,96.3
2024,Barcelona DC08 SC030,població estrangera de països de renda baixa o mitjana,p,100.3
2024,Barcelona DC08 SC030,renda mitjana per persona,..,null
2024,Barcelona DC08 SC031,població amb estudis baixos,p,103.1
2024,Barcelona DC08 SC031,població jove sense estudis postobligatoris,p,92.8
2024,Barcelona DC08 SC031,població estrangera de països de renda baixa o mitjana,p,98.1
2024,Barcelona DC08 SC031,renda mitjana per persona,..,null
2024,Barcelona DC08 SC032,població amb estudis baixos,p,105.5
2024,Barcelona DC08 SC032,població jove sense estudis postobligatoris,p,92.0
2024,Barcelona DC08 SC032,població estrangera de països de renda baixa o mitjana,p,99.3
2024,Barcelona DC08 SC032,renda mitjana per persona,..,null
2024,Barcelona DC08 SC033,població amb estudis baixos,p,107.9
2024,Barcelona DC08 SC033,població jove sense estudis postobligatoris,p,98.5
2024,Barcelona DC08 SC033,població estrangera de països de renda baixa o mitjana,p,113.1
2024,Barcelona DC08 SC033,renda mitjana per persona,..,null
2024,Barcelona DC08 SC034,població amb estudis baixos,p,119.8
2024,Barcelona DC08 SC034,població jove sense estudis postobligatoris,p,107.0
2024,Barcelona DC08 SC034,població estrangera de països de renda baixa o mitjana,p,123.6
2024,Barcelona DC08 SC034,renda mitjana per persona,..,null
2024,Barcelona DC08 SC035,població amb estudis baixos,p,144.3
2024,Barcelona DC08 SC035,població jove sense estudis postobligatoris,p,136.6
2024,Barcelona DC08 SC035,població estrangera de països de renda baixa o mitjana,p,103.3
2024,Barcelona DC08 SC035,renda mitjana per persona,..,null
2024,Barcelona DC08 SC036,població amb estudis baixos,p,113.6
2024,Barcelona DC08 SC036,població jove sense estudis postobligatoris,p,104.3
2024,Barcelona DC08 SC036,població estrangera de països de renda baixa o mitjana,p,120.4
2024,Barcelona DC08 SC036,renda mitjana per persona,..,null
2024,Barcelona DC08 SC037,població amb estudis baixos,p,117.2
2024,Barcelona DC08 SC037,població jove sense estudis postobligatoris,p,95.0
2024,Barcelona DC08 SC037,població estrangera de països de renda baixa o mitjana,p,109.7
2024,Barcelona DC08 SC037,renda mitjana per persona,..,null
2024,Barcelona DC08 SC038,població amb estudis baixos,p,106.2
2024,Barcelona DC08 SC038,població jove sense estudis postobligatoris,p,100.1
2024,Barcelona DC08 SC038,població estrangera de països de renda baixa o mitjana,p,121.4
2024,Barcelona DC08 SC038,renda mitjana per persona,..,null
2024,Barcelona DC08 SC039,població amb estudis baixos,p,114.6
2024,Barcelona DC08 SC039,població jove sense estudis postobligatoris,p,99.9
2024,Barcelona DC08 SC039,població estrangera de països de renda baixa o mitjana,p,115.7
2024,Barcelona DC08 SC039,renda mitjana per persona,..,null
2024,Barcelona DC08 SC040,població amb estudis baixos,p,102.0
2024,Barcelona DC08 SC040,població jove sense estudis postobligatoris,p,105.6
2024,Barcelona DC08 SC040,població estrangera de països de renda baixa o mitjana,p,115.7
2024,Barcelona DC08 SC040,renda mitjana per persona,..,null
2024,Barcelona DC08 SC041,població amb estudis baixos,p,108.6
2024,Barcelona DC08 SC041,població jove sense estudis postobligatoris,p,114.8
2024,Barcelona DC08 SC041,població estrangera de països de renda baixa o mitjana,p,135.6
2024,Barcelona DC08 SC041,renda mitjana per persona,..,null
2024,Barcelona DC08 SC042,població amb estudis baixos,p,122.7
2024,Barcelona DC08 SC042,població jove sense estudis postobligatoris,p,88.6
2024,Barcelona DC08 SC042,població estrangera de països de renda baixa o mitjana,p,101.8
2024,Barcelona DC08 SC042,renda mitjana per persona,..,null
2024,Barcelona DC08 SC043,població amb estudis baixos,p,100.0
2024,Barcelona DC08 SC043,població jove sense estudis postobligatoris,p,94.9
2024,Barcelona DC08 SC043,població estrangera de països de renda baixa o mitjana,p,93.0
2024,Barcelona DC08 SC043,renda mitjana per persona,..,null
2024,Barcelona DC08 SC044,població amb estudis baixos,p,103.7
2024,Barcelona DC08 SC044,població jove sense estudis postobligatoris,p,111.1
2024,Barcelona DC08 SC044,població estrangera de països de renda baixa o mitjana,p,119.3
2024,Barcelona DC08 SC044,renda mitjana per persona,..,null
2024,Barcelona DC08 SC045,població amb estudis baixos,p,108.8
2024,Barcelona DC08 SC045,població jove sense estudis postobligatoris,p,109.2
2024,Barcelona DC08 SC045,població estrangera de països de renda baixa o mitjana,p,122.4
2024,Barcelona DC08 SC045,renda mitjana per persona,..,null
2024,Barcelona DC08 SC046,població amb estudis baixos,p,109.4
2024,Barcelona DC08 SC046,població jove sense estudis postobligatoris,p,102.9
2024,Barcelona DC08 SC046,població estrangera de països de renda baixa o mitjana,p,119.3
2024,Barcelona DC08 SC046,renda mitjana per persona,..,null
2024,Barcelona DC08 SC047,població amb estudis baixos,p,111.7
2024,Barcelona DC08 SC047,població jove sense estudis postobligatoris,p,101.5
2024,Barcelona DC08 SC047,població estrangera de països de renda baixa o mitjana,p,124.0
2024,Barcelona DC08 SC047,renda mitjana per persona,..,null
2024,Barcelona DC08 SC048,població amb estudis baixos,p,110.5
2024,Barcelona DC08 SC048,població jove sense estudis postobligatoris,p,136.0
2024,Barcelona DC08 SC048,població estrangera de països de renda baixa o mitjana,p,91.9
2024,Barcelona DC08 SC048,renda mitjana per persona,..,null
2024,Barcelona DC08 SC049,població amb estudis baixos,p,105.9
2024,Barcelona DC08 SC049,població jove sense estudis postobligatoris,p,102.2
2024,Barcelona DC08 SC049,població estrangera de països de renda baixa o mitjana,p,88.9
2024,Barcelona DC08 SC049,renda mitjana per persona,..,null
2024,Barcelona DC08 SC050,població amb estudis baixos,p,100.6
2024,Barcelona DC08 SC050,població jove sense estudis postobligatoris,p,85.2
2024,Barcelona DC08 SC050,població estrangera de països de renda baixa o mitjana,p,88.0
2024,Barcelona DC08 SC050,renda mitjana per persona,..,null
2024,Barcelona DC08 SC051,població amb estudis baixos,p,100.0
2024,Barcelona DC08 SC051,població jove sense estudis postobligatoris,p,89.1
2024,Barcelona DC08 SC051,població estrangera de països de renda baixa o mitjana,p,86.0
2024,Barcelona DC08 SC051,renda mitjana per persona,..,null
2024,Barcelona DC08 SC052,població amb estudis baixos,p,95.0
2024,Barcelona DC08 SC052,població jove sense estudis postobligatoris,p,89.2
2024,Barcelona DC08 SC052,població estrangera de països de renda baixa o mitjana,p,94.5
2024,Barcelona DC08 SC052,renda mitjana per persona,..,null
2024,Barcelona DC08 SC053,població amb estudis baixos,p,115.8
2024,Barcelona DC08 SC053,població jove sense estudis postobligatoris,p,90.3
2024,Barcelona DC08 SC053,població estrangera de països de renda baixa o mitjana,p,86.9
2024,Barcelona DC08 SC053,renda mitjana per persona,..,null
2024,Barcelona DC08 SC054,població amb estudis baixos,p,113.2
2024,Barcelona DC08 SC054,població jove sense estudis postobligatoris,p,86.6
2024,Barcelona DC08 SC054,població estrangera de països de renda baixa o mitjana,p,90.8
2024,Barcelona DC08 SC054,renda mitjana per persona,..,null
2024,Barcelona DC08 SC055,població amb estudis baixos,p,105.5
2024,Barcelona DC08 SC055,població jove sense estudis postobligatoris,p,82.4
2024,Barcelona DC08 SC055,població estrangera de països de renda baixa o mitjana,p,83.3
2024,Barcelona DC08 SC055,renda mitjana per persona,..,null
2024,Barcelona DC08 SC056,població amb estudis baixos,p,111.3
2024,Barcelona DC08 SC056,població jove sense estudis postobligatoris,p,94.7
2024,Barcelona DC08 SC056,població estrangera de països de renda baixa o mitjana,p,99.1
2024,Barcelona DC08 SC056,renda mitjana per persona,..,null
2024,Barcelona DC08 SC057,població amb estudis baixos,p,111.4
2024,Barcelona DC08 SC057,població jove sense estudis postobligatoris,p,89.1
2024,Barcelona DC08 SC057,població estrangera de països de renda baixa o mitjana,p,98.6
2024,Barcelona DC08 SC057,renda mitjana per persona,..,null
2024,Barcelona DC08 SC058,població amb estudis baixos,p,106.8
2024,Barcelona DC08 SC058,població jove sense estudis postobligatoris,p,101.2
2024,Barcelona DC08 SC058,població estrangera de països de renda baixa o mitjana,p,102.2
2024,Barcelona DC08 SC058,renda mitjana per persona,..,null
2024,Barcelona DC08 SC059,població amb estudis baixos,p,110.8
2024,Barcelona DC08 SC059,població jove sense estudis postobligatoris,p,98.6
2024,Barcelona DC08 SC059,població estrangera de països de renda baixa o mitjana,p,97.8
2024,Barcelona DC08 SC059,renda mitjana per persona,..,null
2024,Barcelona DC08 SC060,població amb estudis baixos,p,120.8
2024,Barcelona DC08 SC060,població jove sense estudis postobligatoris,p,94.7
2024,Barcelona DC08 SC060,població estrangera de països de renda baixa o mitjana,p,87.3
2024,Barcelona DC08 SC060,renda mitjana per persona,..,null
2024,Barcelona DC08 SC061,població amb estudis baixos,p,103.3
2024,Barcelona DC08 SC061,població jove sense estudis postobligatoris,p,100.9
2024,Barcelona DC08 SC061,població estrangera de països de renda baixa o mitjana,p,89.8
2024,Barcelona DC08 SC061,renda mitjana per persona,..,null
2024,Barcelona DC08 SC062,població amb estudis baixos,p,112.6
2024,Barcelona DC08 SC062,població jove sense estudis postobligatoris,p,101.0
2024,Barcelona DC08 SC062,població estrangera de països de renda baixa o mitjana,p,85.4
2024,Barcelona DC08 SC062,renda mitjana per persona,..,null
2024,Barcelona DC08 SC063,població amb estudis baixos,p,116.6
2024,Barcelona DC08 SC063,població jove sense estudis postobligatoris,p,95.7
2024,Barcelona DC08 SC063,població estrangera de països de renda baixa o mitjana,p,87.4
2024,Barcelona DC08 SC063,renda mitjana per persona,..,null
2024,Barcelona DC08 SC064,població amb estudis baixos,p,113.9
2024,Barcelona DC08 SC064,població jove sense estudis postobligatoris,p,109.9
2024,Barcelona DC08 SC064,població estrangera de països de renda baixa o mitjana,p,94.7
2024,Barcelona DC08 SC064,renda mitjana per persona,..,null
2024,Barcelona DC08 SC065,població amb estudis baixos,p,109.7
2024,Barcelona DC08 SC065,població jove sense estudis postobligatoris,p,115.1
2024,Barcelona DC08 SC065,població estrangera de països de renda baixa o mitjana,p,117.0
2024,Barcelona DC08 SC065,renda mitjana per persona,..,null
2024,Barcelona DC08 SC066,població amb estudis baixos,p,113.8
2024,Barcelona DC08 SC066,població jove sense estudis postobligatoris,p,125.5
2024,Barcelona DC08 SC066,població estrangera de països de renda baixa o mitjana,p,119.1
2024,Barcelona DC08 SC066,renda mitjana per persona,..,null
2024,Barcelona DC08 SC067,població amb estudis baixos,p,105.9
2024,Barcelona DC08 SC067,població jove sense estudis postobligatoris,p,104.6
2024,Barcelona DC08 SC067,població estrangera de països de renda baixa o mitjana,p,113.9
2024,Barcelona DC08 SC067,renda mitjana per persona,..,null
2024,Barcelona DC08 SC068,població amb estudis baixos,p,126.0
2024,Barcelona DC08 SC068,població jove sense estudis postobligatoris,p,111.9
2024,Barcelona DC08 SC068,població estrangera de països de renda baixa o mitjana,p,123.2
2024,Barcelona DC08 SC068,renda mitjana per persona,..,null
2024,Barcelona DC08 SC069,població amb estudis baixos,p,125.8
2024,Barcelona DC08 SC069,població jove sense estudis postobligatoris,p,110.6
2024,Barcelona DC08 SC069,població estrangera de països de renda baixa o mitjana,p,121.6
2024,Barcelona DC08 SC069,renda mitjana per persona,..,null
2024,Barcelona DC08 SC070,població amb estudis baixos,p,119.2
2024,Barcelona DC08 SC070,població jove sense estudis postobligatoris,p,111.8
2024,Barcelona DC08 SC070,població estrangera de països de renda baixa o mitjana,p,122.2
2024,Barcelona DC08 SC070,renda mitjana per persona,..,null
2024,Barcelona DC08 SC071,població amb estudis baixos,p,121.5
2024,Barcelona DC08 SC071,població jove sense estudis postobligatoris,p,114.9
2024,Barcelona DC08 SC071,població estrangera de països de renda baixa o mitjana,p,115.8
2024,Barcelona DC08 SC071,renda mitjana per persona,..,null
2024,Barcelona DC08 SC072,població amb estudis baixos,p,125.7
2024,Barcelona DC08 SC072,població jove sense estudis postobligatoris,p,104.8
2024,Barcelona DC08 SC072,població estrangera de països de renda baixa o mitjana,p,109.0
2024,Barcelona DC08 SC072,renda mitjana per persona,..,null
2024,Barcelona DC08 SC073,població amb estudis baixos,p,116.1
2024,Barcelona DC08 SC073,població jove sense estudis postobligatoris,p,124.7
2024,Barcelona DC08 SC073,població estrangera de països de renda baixa o mitjana,p,137.5
2024,Barcelona DC08 SC073,renda mitjana per persona,..,null
2024,Barcelona DC08 SC074,població amb estudis baixos,p,118.4
2024,Barcelona DC08 SC074,població jove sense estudis postobligatoris,p,113.7
2024,Barcelona DC08 SC074,població estrangera de països de renda baixa o mitjana,p,125.5
2024,Barcelona DC08 SC074,renda mitjana per persona,..,null
2024,Barcelona DC08 SC075,població amb estudis baixos,p,115.2
2024,Barcelona DC08 SC075,població jove sense estudis postobligatoris,p,101.3
2024,Barcelona DC08 SC075,població estrangera de països de renda baixa o mitjana,p,117.0
2024,Barcelona DC08 SC075,renda mitjana per persona,..,null
2024,Barcelona DC08 SC076,població amb estudis baixos,p,128.1
2024,Barcelona DC08 SC076,població jove sense estudis postobligatoris,p,106.2
2024,Barcelona DC08 SC076,població estrangera de països de renda baixa o mitjana,p,106.1
2024,Barcelona DC08 SC076,renda mitjana per persona,..,null
2024,Barcelona DC08 SC077,població amb estudis baixos,p,110.1
2024,Barcelona DC08 SC077,població jove sense estudis postobligatoris,p,114.0
2024,Barcelona DC08 SC077,població estrangera de països de renda baixa o mitjana,p,95.1
2024,Barcelona DC08 SC077,renda mitjana per persona,..,null
2024,Barcelona DC08 SC078,població amb estudis baixos,p,106.9
2024,Barcelona DC08 SC078,població jove sense estudis postobligatoris,p,109.6
2024,Barcelona DC08 SC078,població estrangera de països de renda baixa o mitjana,p,127.2
2024,Barcelona DC08 SC078,renda mitjana per persona,..,null
2024,Barcelona DC08 SC079,població amb estudis baixos,p,109.0
2024,Barcelona DC08 SC079,població jove sense estudis postobligatoris,p,102.0
2024,Barcelona DC08 SC079,població estrangera de països de renda baixa o mitjana,p,119.5
2024,Barcelona DC08 SC079,renda mitjana per persona,..,null
2024,Barcelona DC08 SC080,població amb estudis baixos,p,118.3
2024,Barcelona DC08 SC080,població jove sense estudis postobligatoris,p,106.3
2024,Barcelona DC08 SC080,població estrangera de països de renda baixa o mitjana,p,121.8
2024,Barcelona DC08 SC080,renda mitjana per persona,..,null
2024,Barcelona DC08 SC081,població amb estudis baixos,p,111.1
2024,Barcelona DC08 SC081,població jove sense estudis postobligatoris,p,107.6
2024,Barcelona DC08 SC081,població estrangera de països de renda baixa o mitjana,p,128.5
2024,Barcelona DC08 SC081,renda mitjana per persona,..,null
2024,Barcelona DC08 SC082,població amb estudis baixos,p,113.3
2024,Barcelona DC08 SC082,població jove sense estudis postobligatoris,p,112.1
2024,Barcelona DC08 SC082,població estrangera de països de renda baixa o mitjana,p,117.0
2024,Barcelona DC08 SC082,renda mitjana per persona,..,null
2024,Barcelona DC08 SC083,població amb estudis baixos,p,112.6
2024,Barcelona DC08 SC083,població jove sense estudis postobligatoris,p,98.8
2024,Barcelona DC08 SC083,població estrangera de països de renda baixa o mitjana,p,126.3
2024,Barcelona DC08 SC083,renda mitjana per persona,..,null
2024,Barcelona DC08 SC084,població amb estudis baixos,p,118.8
2024,Barcelona DC08 SC084,població jove sense estudis postobligatoris,p,95.1
2024,Barcelona DC08 SC084,població estrangera de països de renda baixa o mitjana,p,107.1
2024,Barcelona DC08 SC084,renda mitjana per persona,..,null
2024,Barcelona DC08 SC085,població amb estudis baixos,p,106.6
2024,Barcelona DC08 SC085,població jove sense estudis postobligatoris,p,102.9
2024,Barcelona DC08 SC085,població estrangera de països de renda baixa o mitjana,p,115.9
2024,Barcelona DC08 SC085,renda mitjana per persona,..,null
2024,Barcelona DC08 SC086,població amb estudis baixos,p,109.7
2024,Barcelona DC08 SC086,població jove sense estudis postobligatoris,p,106.2
2024,Barcelona DC08 SC086,població estrangera de països de renda baixa o mitjana,p,107.7
2024,Barcelona DC08 SC086,renda mitjana per persona,..,null
2024,Barcelona DC08 SC087,població amb estudis baixos,p,106.5
2024,Barcelona DC08 SC087,població jove sense estudis postobligatoris,p,106.1
2024,Barcelona DC08 SC087,població estrangera de països de renda baixa o mitjana,p,109.9
2024,Barcelona DC08 SC087,renda mitjana per persona,..,null
2024,Barcelona DC08 SC088,població amb estudis baixos,p,115.6
2024,Barcelona DC08 SC088,població jove sense estudis postobligatoris,p,105.6
2024,Barcelona DC08 SC088,població estrangera de països de renda baixa o mitjana,p,108.1
2024,Barcelona DC08 SC088,renda mitjana per persona,..,null
2024,Barcelona DC08 SC089,població amb estudis baixos,p,112.6
